龍泉編碼	磧砂藏实体经名	磧砂编码	经文名称	卷序号	实际卷数	起始册号	起始页码	终止册号	终止页码	
LQ1615	阿毗曇毗婆沙論	QS0995	阿毗曇毗婆沙論	82	82	76	87	78	106	
		QS0996	阿毗達磨大毗婆沙論	1	1	78	108	78	119	
LQ1614	阿毗達磨大毗婆沙論	QS0997	阿毗達磨大毗婆沙論	200	200		459		471	
LQ1628	阿毗達磨俱舍釋論	QS0998	阿毗達磨俱舍釋論	22	22		199		215	
LQ1629	阿毗達磨俱舍論本頌	QS0999	阿毗達磨俱舍論本頌	1	1		216		239	
LQ1627	阿毗達磨俱舍論	QS1000	阿毗達磨俱舍論	30	30		591		601	
LQ1631	阿毗達磨順正理論	QS1001	阿毗達磨順正理論	80	80		373		384	
LQ1632	阿毗達磨藏顯宗論	QS1002	阿毗達磨藏顯宗論	40	40		203		214	
LQ1619	阿毗曇心論	QS1003	阿毗曇心論	4	4		256		273	
		QS1004	法勝阿毗曇心論	6	6		345		359	
LQ1621	雜阿毗曇心論	QS1005	雜阿毗曇心論	11	11		575		591	
LQ1622	阿毗曇甘露味論	QS1006	阿毗曇甘露味論	2	2		610		626	
LQ1700	隨相論	QS1007	隨相論	2	2		640		653	
LQ1618	尊婆須蜜菩薩所集論	QS1008	尊婆須蜜菩薩所集論	10	10	86	178	86	208	
LQ1572	三法度論	QS1009	三法度論	3	3	86	232	86	243	
LQ1623	入阿毗達磨論	QS1010	入阿毗達磨論	2	2	86	254	86	264	
LQ1705	成實論	QS1011	成實論	20	20	86	555	86	571	
LQ1703	佛說立世阿毗曇論	QS1012	佛說立世阿毗曇論	10	10	86	34	87	46	
LQ1707	解脫道論	QS1013	解脫道論	12	12	87	182	87	194	
LQ1617	舍利弗阿毗曇論	QS1014	舍利弗阿毗曇論	22	22	87	638	87	657	
LQ1624	五事毗婆沙論	QS1015	五事毗婆沙論	2	2	88	10	88	18	
LQ1616	鞞婆沙論	QS1016	鞞婆沙論	14	14	88	260	88	277	
LQ1708	三彌底部論	QS1017	三彌底部論	3	3	88	296	88	305	
LQ1574	分別功德論	QS1018	分別功德論	3	3	88	343	88	359	
LQ1706	四諦論	QS1019	四諦論	4	4	88	401	88	418	
LQ1709	辟支佛因緣論	QS1020	辟支佛因緣論	1	1	88	419	88	434	
LQ3605	十八部論	QS1021	十八部論	1	1	88	436	88	441	
LQ3606	部執異論	QS1022	部執異論	1	1	88	442	88	448	
LQ3604	異部宗輪論	QS1024	異部宗輪論	1	1	88	449	88	454	
LQ0186	佛所行讚經	QS1025	佛所行讚經	5	5	88	524	88	544	
LQ0187	佛本行經	QS1026	佛本行經	7	7	88	636	88	650	
LQ0194	撰集百緣經	QS1027	撰集百緣經	10	10	89	101	89	115	
LQ0206	出曜經	QS1028	出曜經	20	20	89	491	89	507	
LQ0196	賢愚因緣經	QS1030	賢愚因緣經	13	13	89	35	90	52	
LQ0534	道地經	QS1031	道地經	1	1	90	53	90	66	
LQ0533	修行道地經	QS1032	修行道地經	8	8	90	163	90	178	
LQ0188	僧伽羅剎所集佛行經	QS1033	僧伽羅剎所集佛行經	5	5	90	236	90	248	
LQ0862	大乘修行菩薩行門諸經要集	QS1034	大乘修行菩薩行門諸經要集	3	3	90	292	90	314	
LQ0213	菩薩本緣經	QS1035	僧伽斯那所撰菩薩本緣經	4	4	90	349	90	357	
LQ0203	百喻經	QS1036	百喻經	2	2	90	376	90	393	
LQ3652	付法藏因緣經	QS1037	付法藏因緣經	6	6	90	447	90	456	
LQ0525	坐禪三昧法門經	QS1038	坐禪三昧法門經	2	2	90	475	90	495	
LQ0583	佛說佛醫經	QS1039	佛說佛醫經	1	1	90	496	90	498	
LQ0573	惟日雜難經	QS1040	惟日雜難經	1	1	90	498	90	510	
LQ0428	佛說迦葉赴佛般涅槃經	QS1041	佛說迦葉赴佛般涅槃經	1	1	90	511	90	512	
LQ0529	菩薩呵色欲法	QS1042	菩薩呵色欲法	1	1	90	512	90	513	
LQ0813	四品學法	QS1043	四品學法	1	1	90	513	90	514	
LQ0429	佛入涅槃密迹金剛力士哀戀經	QS1044	佛入涅槃密迹金剛力士哀戀經	1	1	90	514	90	519	
LQ3601	佛使比丘迦旃延說法沒盡偈	QS1045	佛使比丘迦旃延說法沒盡偈	1	1	90	519	90	524	
LQ0585	佛說佛治身經	QS1046	佛說佛治身經	1	1	90	524	90	524	
		QS1047	佛說佛治意經	1	1	90	524	90	525	
LQ0197	雜寶藏經	QS1048	雜寶藏經	8	8	90	627	90	641	
LQ1740-1	那先比丘經	QS1049	那先比丘經	3	3	90	673	90	682	
LQ0524	五門禪經要用法	QS1050	五門禪經要用法	1	1					
LQ0530	達摩多羅禪經	QS1051	達摩多羅禪經	2	2					
LQ0526	禪法要解經	QS1052	禪法要解經	2	2					
		QS1053	禪要呵欲經	1	1					
LQ0531	內身觀章句經	QS1054	內身觀章句經	1	1					
LQ0532	法觀經	QS1055	法觀經	1	1					
LQ0528	思惟要略法	QS1056	思惟要略法	1	1					
LQ0189	十二遊經	QS1057	十二遊經	1	1					
LQ0200	舊雜譬喻經	QS1058	舊雜譬喻經	2	2					
LQ0198	雜譬喻經	QS1059	雜譬喻經	1	1					
LQ0199	雜譬喻經	QS1060	雜譬喻經	2	2					
LQ0202	眾經撰雜譬喻	QS1061	眾經撰雜譬喻	2	2					
LQ3630	阿育王譬喻經	QS1062	阿育王譬喻經	1	1					
LQ3629	阿育王經	QS1063	阿育王經	10	10					
LQ3628	阿育王傳	QS1064	阿育王傳	5	5					
LQ3631	阿育王息壞目因緣經	QS1065	阿育王息壞目因緣經	1	1					
LQ1573	四阿含暮抄解	QS1066	四阿含暮抄解	2	2					
LQ4822	佛說法句經	QS1067	佛說法句經	2	2					
LQ0205	法句譬喻經	QS1068	法句譬喻經	4	4					
LQ3599	迦葉結經	QS1069	迦葉結經	1	1					
LQ3598	撰集三藏及雜藏傳	QS1070	撰集三藏及雜藏傳	1	1					
LQ0810	三慧經	QS1071	三慧經	1	1					
LQ1626	阿毗曇五法行經	QS1072	阿毗曇五法行經	1	1					
LQ1750	一百五十讚佛頌	QS1073	一百五十讚佛頌	1	1					
LQ1074	讚觀世音菩薩頌	QS1074	讚觀世音菩薩頌	1	1					
LQ0329	文殊師利發願經	QS1075	文殊師利發願經	1	1					
LQ0618	六菩薩名亦當誦持經	QS1076	六菩薩名亦當誦持經	1	1					
LQ0535	小道地經	QS1077	小道地經	1	1					
LQ1575	阿含口解十二因緣經	QS1078	阿含口解十二因緣經	1	1					
LQ0541	佛說無明羅剎經	QS1079	佛說無明羅剎經	1	1					
LQ3632	馬鳴菩薩傳	QS1080	馬鳴菩薩傳	1	1					
LQ3633-1	龍樹菩薩傳	QS1082	龍樹菩薩傳	1	1					
LQ3634	提婆菩薩傳	QS1083	提婆菩薩傳	1	1					
LQ3635	婆藪槃豆傳	QS1084	婆藪槃豆傳	1	1					
LQ1742	龍樹菩薩為禪陀迦王說法要偈	QS1086	龍樹菩薩為禪陀迦王說法要偈	1	1					
LQ1743	勸發諸王要偈	QS1087	勸發諸王要偈	1	1					
LQ1744	龍樹菩薩勸誡王頌	QS1088	龍樹菩薩勸誡王頌	1	1	2部經同一个编码				
LQ1760	賓頭盧突羅闍為優陀延王說法經	QS1088	賓頭盧突羅闍為優陀延王說法經	1	1					
LQ1759	請賓頭盧經	QS1089	請賓頭盧經	1	1					
LQ0543	分別業報略經	QS1090	大勇菩薩分別業報略經	1	1					
LQ3600	迦丁比丘說當來變經	QS1091	迦丁比丘說當來變經	1	1					
LQ3602	大阿羅漢難提蜜多羅所說法住記	QS1092	大阿羅漢難提蜜多羅所說法住記	1	1					
LQ3901	金七十論	QS1093	金七十論	3	3					
LQ3902	勝宗十句義論	QS1094	勝宗十句義論	1	1					
LQ3623	釋迦譜	QS1095	釋迦譜	10	10					
LQ3624	釋迦氏譜	QS1096	釋迦氏譜	1	1					
LQ3778	釋迦方誌	QS1097	釋迦方誌	2	2					
LQ3887	經律異相	QS1098	經律異相	50	50					
LQ1384	陀羅尼雜經	QS1099	陀羅尼雜經	10	10					
LQ3890	諸經要集	QS1100	諸經要集	20	20					
LQ3958	出三藏記集	QS1101	出三藏記集	15	15					
LQ3959	眾經目錄	QS1102	眾經目錄	7	7					
LQ3607	歷代三寶紀	QS1103	歷代三寶紀	15	15					
LQ3960	眾經目錄	QS1104	眾經目錄	5	5					
LQ3962	大唐內典錄	QS1105	大唐內典錄	10	10					
		QS1106	續大唐內典錄	1	1	96	2	96	15	
LQ3963	古今譯經圖記	QS1107	古今譯經圖記	4	4	96	77	96	91	
LQ3964	續古今譯經圖記	QS1108	續古今譯經圖記	1	1					
LQ3965	大周刊定眾經目錄	QS1109	大周刊定眾經目錄	14	14	96	233	96	243	
		QS1110	大周刊定偽經目錄	1	1	96	244	96	253	
LQ3966	開元釋教錄	QS1111	開元釋教錄	20	20	96	106	97	128	
LQ3943-2	一切經音義	QS1112	一切經音義	25	25	97	506	97	516	
LQ3944-1	新譯大方廣佛華嚴經音義	QS1113	新譯大方廣佛華嚴經音義	2	2	97	549	97	576	
LQ3777	大唐西域記	QS1114	大唐西域記	12	12	98	78	98	97	
LQ3802	續集古今佛道論衡	QS1115	續集古今佛道論衡	1	1	98	98	98	113	
LQ3801	集古今佛道論衡實錄	QS1116	集古今佛道論衡實錄	4	4	98	173	98	192	
LQ3803	集神州塔寺三寶感通錄	QS1117	集神州塔寺三寶感通錄	3	3	98	239	98	269	
LQ3818	集沙門不應拜俗等事	QS1118	集沙門不應拜俗等事	6	6	98	339	98	350	
LQ3639	大唐大慈恩寺三藏法師傳	QS1119	大唐大慈恩寺三藏法師傳	10	10	98	482	98	493	
LQ3661	大唐西域求法高僧傳	QS1120	大唐西域求法高僧傳	2	2	98	508	98	523	
LQ3775	法顯傳	QS1121	法顯傳	1	1	98	524	98	547	
LQ3653	高僧傳	QS1122	高僧傳	14	14	98	125	99	137	
LQ3654	續高僧傳	QS1123	續高僧傳	31	31	99	223	100	239	
LQ3820	辯正論	QS1124	辯正論	8	8	100	382	100	402	
LQ3819	破邪論	QS1125	破邪論	2	2	100	422	100	442	
LQ3822	甄正論	QS1126	甄正論	3	3	100	461	100	470	
LQ3821	十門辨惑論	QS1127	十門辨惑論	2	2	100	479	100	491	
LQ3799	弘明集	QS1128	弘明集	14	14	100	108	101	119	
LQ3800	廣弘明集	QS1129	廣弘明集	30	30	101	146	102	173	
LQ3842	集諸經禮懺悔文	QS1130	集諸經禮懺悔文	2	2	102	197	102	219	
LQ3892	南海寄歸內法傳	QS1131	南海寄歸內法傳	4	4	102	272	102	290	
LQ3671	比丘尼傳	QS1132	比丘尼傳	4	4	102	317	102	325	
LQ2693	說罪要行法	QS1133	說罪要行法	1	1	102	326	102	328	
LQ2692	受用三水要行法	QS1134	受用三水要行法	1	1	102	328	102	331	
LQ2691	護命放生儀軌法	QS1135	護命放生軌儀法	1	1	102	331	102	332	
LQ3967	開元釋教錄略出	QS1136	開元釋教錄略出	4	4	102	403	102	425	
LQ3948	紹興重雕大藏音	QS1137	紹興重雕大藏音	3	3	102	454	102	467	
LQ3888	法苑珠林	QS1138	法苑珠林	100	100	102	159	105	179	
LQ1072	佛說大乘莊嚴寶王經	QS1139	佛說大乘莊嚴寶王經	4	4	105	213	105	223	
LQ0954	佛說大乘聖無量壽決定光明王如來陀羅尼經	QS1140	佛說大乘聖無量壽決定光明王如來陀羅尼經	1	1	105	224	105	229	
LQ1202	佛說大乘聖吉祥持世陀羅尼經	QS1141	佛說大乘聖吉祥持世陀羅尼經	1	1	105	230	105	236	
LQ0960	佛說無能勝幡王如來莊嚴陀羅尼經	QS1142	佛說無能勝幡王如來莊嚴陀羅尼經	1	1	105	238	105	241	
LQ0990-1	最勝佛頂陀羅尼經	QS1143	最勝佛頂陀羅尼經	1	1	105	242	105	244	
LQ0288	聖佛母小字般若波羅蜜多經	QS1144	聖佛母小字般若波羅蜜多經	1	1	105	245	105	248	
LQ1752	七佛讚唄伽他	QS1145	七佛讚唄伽他	1	1	105	249	105	251	
LQ0331	大方廣總持寶光明經	QS1146	大方廣總持寶光明經	5	5	105	294	105	304	
LQ1284	佛說出生一切如來法眼徧照大力明王經	QS1147	佛說出生一切如來法眼徧照大力明王經	2	2	105	314	105	319	
LQ1021	佛說守護大千國土經	QS1148	佛說守護大千國土經	3	3	105	345	105	359	
LQ0787	佛說樓閣正法甘露鼓經	QS1149	佛說樓閣正法甘露鼓經	1	1	105	360	105	363	
LQ0641	佛說大乘善見變化文殊師利問法經	QS1150	佛說大乘善見變化文殊師利問法經	1	1	105	363	105	367	
LQ0084	分別善惡報應經	QS1151	分別善惡報應經	2	2	105	376	105	382	
LQ1046	佛頂放無垢光明入普門觀察一切如來心陀羅尼經	QS1152	佛頂放無垢光明入普門觀察一切如來心陀羅尼經	2	2	105	388	105	393	
LQ0365	佛說大乘日子王所問經	QS1153	佛說大乘日子王所問經	1	1	105	394	105	401	
LQ0684	佛說金耀童子經	QS1154	佛說金耀童子經	1	1	105	403	105	408	
LQ0572	佛說較量壽命經	QS1155	佛說較量壽命經	1	1	105	409	105	415	
LQ0516	嗟韈曩法天子受三歸依獲免惡道經	QS1156	嗟韈曩法天子受三歸依獲免惡道經	1	1	105	417	105	419	
LQ1745	讚法界偈	QS1157	讚法界偈	1	1	105	419	105	424	
LQ1184	聖虛空藏菩薩陀羅尼經	QS1160	聖虛空藏菩薩陀羅尼經	1	1	105	425	105	430	
LQ1070	佛說大護明大陀羅尼經	QS1161	佛說大護明大陀羅尼經	1	1	105	431	105	436	
LQ1438	大寒林聖難拏陀羅尼經	QS1162	大寒林聖難拏陀羅尼經	1	1	105	437	105	440	
LQ0571	佛說諸行有為經	QS1163	佛說諸行有為經	1	1	105	440	105	441	
LQ1169	息除中夭陀羅尼經	QS1164	息除中夭陀羅尼經	1	1	105	442	105	443	
LQ1043	一切如來正法秘密篋印心陀羅尼經	QS1165	一切如來正法秘密篋印心陀羅尼經	1	1	105	443	105	450	
LQ1448	消除一切閃電障難隨求如意陀羅尼經	QS1166	消除一切閃電障難隨求如意陀羅尼經	1	1	105	451	105	453	
LQ1400	佛說聖最上燈明如來陀羅尼經	QS1167	佛說聖最上燈明如來陀羅尼經	1	1	105	453	105	458	
LQ0804	妙法聖念處經	QS1168	妙法聖念處經	8	8	105	511	105	518	
LQ1762	勝軍化世百喻伽他經	QS1169	勝軍化世百喻伽他經	1	1	105	519	105	524	
LQ0545	六道伽陀經	QS1170	六道伽陀經	1	1	105	524	105	528	
LQ0207	法集要頌經	QS1171	法集要頌經	4	4	105	560	105	569	
LQ1732	菩提行經	QS1172	菩提行經	4	4	105	593	105	601	
LQ1139	讚揚聖德多羅菩薩一百八名經	QS1173	讚揚聖德多羅菩薩一百八名經	1	1	105	602	105	605	
LQ1076	聖觀自在菩薩一百八名經	QS1174	聖觀自在菩薩一百八名經	1	1	105	605	105	608	
LQ0382	佛說大迦葉問大寶積正法經	QS1175	佛說大迦葉問大寶積正法經	5	5	105	638	105	643	
LQ1534	佛說沙彌十戒儀則經	QS1176	佛說沙彌十戒儀則經	1	1	105	644	105	646	
LQ1203	聖持世陀羅尼經	QS1177	聖持世陀羅尼經	1	1	105	646	105	652	
LQ0576	佛說法集名數經	QS1178	佛說法集名數經	1	1	106	2	106	6	
LQ1138	聖多羅菩薩一百八名陀羅尼經	QS1179	聖多羅菩薩一百八名陀羅尼經	1	1	106	6	106	12	
LQ1528	佛說目連所問經	QS1180	佛說目連所問經	1	1	106	13	106	14	
LQ0861	外道問聖大乘法無我義經	QS1181	外道問聖大乘法無我義經	1	1	106	14	106	16	
LQ0540	十二緣生祥瑞經	QS1182	十二緣生祥瑞經	2	2	106	24	106	30	
LQ1147	毗俱胝菩薩一百八名經	QS1183	毗俱胝菩薩一百八名經	1	1	106	30	106	33	
LQ1219	大方廣菩薩藏文殊師利根本儀軌經	QS1184	大方廣菩薩藏文殊師利根本儀軌經	20	20	106	194	106	199	
		QS1185	無能勝大明陀羅尼經	1	1	106	115	106	121	
		QS1186	無能勝大明心陀羅尼經	1	1	106	121	106	123	
LQ1540	佛說苾芻五法經	QS1187	佛說苾芻五法經	1	1	106	200	106	203	
LQ1541	佛說苾芻迦尸迦十法經	QS1188	佛說苾芻迦尸迦十法經	1	1	106	203	106	205	
LQ0935	諸佛心印陀羅尼經	QS1189	諸佛心印陀羅尼經	1	1	106	205	106	207	
LQ1701	金剛針論	QS1190	金剛針論	1	1	106	207	106	213	
LQ0913	妙臂菩薩所問經	QS1191	妙臂菩薩所問經	4	4	106	243	106	249	
LQ0604	大乘寶月童子問法經	QS1192	大乘寶月童子問法經	1	1	106	250	106	253	
LQ1457	佛說蓮華眼陀羅尼經	QS1193	佛說蓮華眼陀羅尼經	1	1	106	253	106	254	
LQ0289	佛說觀想佛母般若波羅蜜多菩薩經	QS1194	佛說觀想佛母般若波羅蜜多菩薩經	1	1	106	254	106	255	
LQ1449	佛說如意摩尼陀羅尼經	QS1195	佛說如意摩尼陀羅尼經	1	1	106	255	106	258	
LQ0720	佛為娑伽羅龍王所說大乘經	QS1196	佛為娑伽羅龍王所說大乘經	1	1	106	259	106	265	
LQ0716	佛說大自在天子因地經	QS1197	佛說大自在天子因地經	1	1	106	266	106	271	
LQ1458	佛說寶生陀羅尼經	QS1198	佛說寶生陀羅尼經	1	1	106	271	106	272	
LQ0818	佛說十號經	QS1199	佛說十號經	1	1	106	272	106	274	
LQ1149	廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經	QS1200	廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經	1	1	106	275	106	282	
LQ1160	佛說普賢菩薩陀羅尼經	QS1201	佛說普賢菩薩陀羅尼經	1	1	106	283	106	284	
LQ1461	大金剛妙高山樓閣陀羅尼	QS1202	大金剛妙高山樓閣陀羅尼	1	1	106	284	106	291	
LQ0907	一切如來大秘密王未曾有最上微妙大曼拏羅經	QS1203	一切如來大秘密王未曾有最上微妙大曼拏羅經	5	5	106	324	106	335	
LQ1298	佛說大摩里支菩薩經	QS1204	佛說大摩里支菩薩經	7	7	106	385	106	392	
LQ1325	佛說聖寶藏神儀軌經	QS1204	佛說聖寶藏神儀軌經	2	2	106	400	106	405	
LQ1324	佛說寶藏神大明曼拏羅儀軌經	QS1205	佛說寶藏神大明曼拏羅儀軌經	2	2	106	412	106	419	
LQ1459	佛說尊勝大明王經	QS1206	佛說尊勝大明王經	1	1	106	420	106	422	
LQ1443	佛說智光滅一切業障陀羅尼經	QS1207	佛說智光滅一切業障陀羅尼經	1	1	106	422	106	424	
LQ1450	佛說如意寶總持王經	QS1208	佛說如意寶總持王經	1	1	106	424	106	426	
LQ1417	佛說持明藏八大總持王經	QS1209	佛說持明藏八大總持王經	1	1	106	428	106	432	
LQ1277	聖無能勝金剛火陀羅尼經	QS1210	聖無能勝金剛火陀羅尼經	1	1	106	432	106	435	
LQ1418	佛說聖大總持王經	QS1211	佛說聖大總持王經	1	1	106	436	106	438	
LQ1454	佛說最上意陀羅尼經	QS1212	佛說最上意陀羅尼經	1	1	106	438	106	442	
LQ1423	佛說聖莊嚴陀羅尼經	QS1213	佛說聖莊嚴陀羅尼經	2	2	106	447	106	451	
LQ1069	佛說聖六字大明王陀羅尼經	QS1214	佛說聖六字大明王陀羅尼經	1	1	106	452	106	453	
LQ1058	千轉大明陀羅尼經	QS1215	千轉大明陀羅尼經	1	1	106	453	106	455	
LQ1402	佛說花積樓閣陀羅尼經	QS1216	佛說花積樓閣陀羅尼經	1	1	106	455	106	458	
LQ1456	佛說勝旛瓔珞陀羅尼經	QS1217	佛說勝旛瓔珞陀羅尼經	1	1	106	459	106	460	
LQ1756	賢聖集伽陀一百頌	QS1218	賢聖集伽陀一百頌	1	1	106	460	106	464	
LQ1159	佛說普賢曼拏羅經	QS1219	佛說普賢曼拏羅經	1	1	106	466	106	471	
LQ0185	佛說眾許摩訶帝經	QS1220	佛說眾許摩訶帝經	13	13	106	570	106	580	
LQ0076	佛說長者施報經	QS1221	佛說長者施報經	1	1	106	581	106	587	
LQ0004	毗婆尸佛經	QS1222	毗婆尸佛經	2	2	106	593	106	599	
LQ1286	佛說毗沙門天王經	QS1223	佛說毗沙門天王經	1	1	106	600	106	605	
LQ0021	佛說大三摩惹經	QS1224	佛說大三摩惹經	1	1	106	606	106	609	
LQ0226	佛說月光菩薩經	QS1225	佛說月光菩薩經	1	1	106	609	106	613	
LQ1077	佛說聖觀自在菩薩梵讚	QS1226	佛說聖觀自在菩薩梵讚	1	1	106	614	106	615	
LQ1749	佛一百八名讚	QS1227	佛一百八名讚	1	1	106	615	106	617	
LQ0796	佛說布施經	QS1228	佛說布施經	1	1	106	617	106	618	
LQ1344	佛說聖曜母陀羅尼經	QS1229	佛說聖曜母陀羅尼經	1	1	106	619	106	622	
LQ1237	佛說文殊師利一百八名梵讚	QS1230	佛說文殊師利一百八名梵讚	1	1	106	623	106	625	
LQ0134	佛說解憂經	QS1231	佛說解憂經	1	1	106	625	106	628	
LQ1753	犍稚梵讚	QS1232	犍稚梵讚	1	1	106	629	106	635	
LQ0003	佛說七佛經	QS1233	佛說七佛經	1	1	106	636	106	645	
LQ0393	佛說大乘無量壽莊嚴經	QS1234	佛說大乘無量壽莊嚴經	3	3	106	659	106	666	
LQ0268	佛說徧照般若波羅蜜經	QS1235	佛說徧照般若波羅蜜經	1	1	107	1	107	6	
LQ1140	聖多羅菩薩梵讚	QS1236	聖多羅菩薩梵讚	1	1	107	7	107	12	
LQ0797	大乘舍黎娑擔摩經	QS1237	大乘舍黎娑擔摩經	1	1	107	14	107	19	2部經同一个编码
LQ0276	帝釋般若波羅蜜多心經	QS1238	帝釋般若波羅蜜多心經	1	1	107	20	107	22	
LQ0609	佛說諸佛經	QS1239	佛說諸佛經	1	1	107	22	107	25	
LQ0149	佛說四無所畏經	QS1240	佛說四無所畏經	1	1	107	26	107	27	
LQ0976	佛說一切如來頂輪王一百八名讚	QS1241	佛說一切如來頂輪王一百八名讚	1	1	107	27	107	28	
LQ1419	增慧陀羅尼經	QS1242	增慧陀羅尼經	1	1	107	28	107	29	
LQ1071	聖六字增壽大明陀羅尼經	QS1243	聖六字增壽大明陀羅尼經	1	1	107	29	107	30	
LQ1564	佛說大乘戒經	QS1244	佛說大乘戒經	1	1	107	30	107	31	
LQ1455	佛說聖最勝陀羅尼經	QS1245	佛說聖最勝陀羅尼經	1	1	107	32	107	34	
LQ0274	佛說五十頌聖般若波羅蜜經	QS1246	佛說五十頌聖般若波羅蜜經	1	1	107	34	107	36	
LQ1162	佛說金剛手菩薩降伏一切部多大教王經	QS1247	佛說金剛手菩薩降伏一切部多大教王經	3	3	107	61	107	73	
LQ1161	最上大乘金剛大教寶王經	QS1248	最上大乘金剛大教寶王經	2	2	107	80	107	88	
LQ0032	佛說薩鉢多酥哩踰捺野經	QS1249	佛說薩鉢多酥哩踰捺野經	1	1	107	89	107	91	
LQ1000	佛說一切如來烏瑟膩沙最勝總持經	QS1250	佛說一切如來烏瑟膩沙最勝總持經	1	1	107	91	107	97	
LQ1733	菩提心觀釋	QS1251	菩提心觀釋	1	1	107	97	107	99	
LQ0255	佛說佛母寶德藏般若波羅蜜經	QS1252	佛說佛母寶德藏般若波羅蜜經	3	3	107	113	107	118	
LQ1209	佛說金剛香菩薩大明成就儀軌經	QS1253	佛說金剛香菩薩大明成就儀軌經	3	3	107	135	107	148	
LQ1313	金剛薩埵說頻那夜迦天成就儀軌經	QS1254	金剛薩埵說頻那夜迦天成就儀軌經	4	4	107	177	107	185	
LQ0909	佛說幻化網大瑜伽教十忿怒明王大明觀想儀軌經	QS1255	佛說幻化網大瑜伽教十忿怒明王大明觀想儀軌經	1	1	107	186	107	197	
LQ1255	佛說妙吉祥最勝根本大教經	QS1256	佛說妙吉祥最勝根本大教經	3	3	107	217	107	227	
LQ1447	佛說大金剛香陀羅尼經	QS1257	佛說大金剛香陀羅尼經	1	1	107	228	107	230	
LQ0353	佛說護國尊者所問大乘經	QS1258	佛說護國尊者所問大乘經	4	4	107	255	107	261	
LQ1208	佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經	QS1259	佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經	4	4	107	288	107	297	
LQ0956	佛說大乘觀想曼拏羅淨諸惡趣經	QS1260	佛說大乘觀想曼拏羅淨諸惡趣經	2	2	107	305	107	315	
LQ1283	佛說妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經	QS1261	佛說妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經	1	1	107	316	107	326	
LQ1073	佛說一切佛攝相應大教王經聖觀自在菩薩念誦儀軌經	QS1262	佛說一切佛攝相應大教王經聖觀自在菩薩念誦儀軌經	1	1	107	327	107	334	
LQ1206-1	佛說大乘八大曼拏羅經	QS1263	佛說大乘八大曼拏羅經	1	1	107	335	107	336	
LQ1164	聖金剛手菩薩一百八名梵讚	QS1263	聖金剛手菩薩一百八名梵讚	1	1	107	336	107	339	
LQ0321	佛說較量一切佛剎功德經	QS1264	佛說較量一切佛剎功德經	1	1	107	339	107	339	
LQ1761	迦葉仙人說醫女人經	QS1265	迦葉仙人說醫女人經	1	1	107	340	107	342	
LQ1378	囉嚩拏說救療小兒疾病經	QS1266	囉嚩拏說救療小兒疾病經	1	1	107	343	107	349	
LQ0908	佛說瑜伽大教王經	QS1267	佛說瑜伽大教王經	5	5	107	398	107	409	
LQ1426	佛說大愛陀羅尼經	QS1268	佛說大愛陀羅尼經	1	1	107	410	107	410	
LQ0145	佛說阿羅漢具德經	QS1269	佛說阿羅漢具德經	1	1	107	410	107	417	
LQ1431	佛說俱枳羅陀羅尼經	QS1270	佛說俱枳羅陀羅尼經	1	1	107	418	107	419	
LQ1446	佛說消除一切災障寶髻陀羅尼經	QS1271	佛說消除一切災障寶髻陀羅尼經	1	1	107	419	107	422	
LQ1432	佛說妙色陀羅尼經	QS1272	佛說妙色陀羅尼經	1	1	107	422	107	422	
LQ1433	佛說栴檀香身陀羅尼經	QS1273	佛說栴檀香身陀羅尼經	1	1	107	422	107	423	
LQ1430	佛說鉢蘭那賒嚩哩大陀羅尼經	QS1274	佛說鉢蘭那賒嚩哩大陀羅尼經	1	1	107	424	107	425	
LQ1429	佛說宿命智陀羅尼經	QS1275	佛說宿命智陀羅尼經	1	1	107	425	107	426	
LQ1178	佛說慈氏菩薩誓願陀羅尼經	QS1276	佛說慈氏菩薩誓願陀羅尼經	1	1	107	426	107	426	
LQ1445	佛說滅除五逆罪大陀羅尼經	QS1277	佛說滅除五逆罪大陀羅尼經	1	1	107	426	107	427	
LQ0951	佛說無量功德陀羅尼經	QS1278	佛說無量功德陀羅尼經	1	1	107	427	107	428	
LQ1151	佛說十八臂陀羅尼經	QS1279	佛說十八臂陀羅尼經	1	1	107	428	107	429	
LQ1436	佛說洛叉陀羅尼經	QS1280	佛說洛叉陀羅尼經	1	1	107	429	107	430	
LQ1453	佛說辟除諸惡陀羅尼經	QS1281	佛說辟除諸惡陀羅尼經	1	1	107	430	107	431	
LQ1755	佛說八大靈塔名號經	QS1282	佛說八大靈塔名號經	1	1	107	432	107	433	
LQ1754	八大靈塔梵讚	QS1283	八大靈塔梵讚	1	1	107	433	107	434	
LQ1747	三身梵讚	QS1284	三身梵讚	1	1	107	434	107	435	
LQ0160	佛說尊那經	QS1285	佛說尊那經	1	1	107	435	107	440	
LQ0658	寶授菩薩菩提行經	QS1286	寶授菩薩菩提行經	1	1	107	441	107	449	
LQ1748	佛三身讚	QS1287	佛三身讚	1	1	107	450	107	450	
LQ1236	曼殊室利菩薩吉祥伽陀	QS1288	曼殊室利菩薩吉祥伽陀	1	1	107	450	107	452	
