龍泉編碼	磧砂藏实体经名	磧砂编码	经文名称	卷序号	实际卷数	起始册号	起始页码	终止册号	终止页码	
LQ1295	末利支提婆華鬘經	QS1539	末利支提婆華鬘經	1	1	117	628	117	636	
LQ1229	文殊所說最勝名義經	QS1540	文殊所說最勝名義經	2	2	117	641	117	646	
LQ0348	佛說大乘菩薩藏正法經	QS1541	佛說大乘菩薩藏正法經	40	40	118	242	118	247	
LQ1092	大悲心陀羅尼修行念誦略儀	QS1542	大悲心陀羅尼修行念誦略儀	1	1	118	248	118	253	
LQ1234	妙吉祥平等觀門大教王經略出護摩儀	QS1543	妙吉祥平等觀門大教王經略出護摩儀	1	1	118	254	118	259	
LQ1211	金剛頂超勝三界經說文殊五字真言勝相	QS1544	金剛頂超勝三界經說文殊五字真言勝相	1	1	118	260	118	261	
LQ0912-1	蘇悉地羯羅供養法	QS1545	蘇悉地羯羅供養法	3	3	118	281	118	288	
LQ2694	大元帝師說根本一切有部出家授近圓羯磨儀範	QS1546	大元帝師說根本一切有部出家授近圓羯磨儀範	1	1	118	289	118	305	
LQ2695	大元帝師說根本一切有部苾蒭習學略法	QS1547	大元帝師說根本一切有部苾蒭習學略法	1	1	118	306	118	313	
LQ1697	大乘法界無差別論	QS1548	大乘法界無差別論	1	1	118	314	118	318	
LQ1735	金剛頂瑜伽中發阿耨多羅三藐三菩提心論	QS1549	金剛頂瑜伽中發阿耨多羅三藐三菩提心論	1	1	118	319	118	324	
LQ1511	根本說一切有部毗奈耶破僧事	QS1550	根本說一切有部毗奈耶破僧事	20	20	118	564	118	577	
LQ0220	菩薩本生鬘論	QS1551	菩薩本生鬘論	16	16	118	47	119	57	
LQ1739	大宗地玄文本論	QS1552	大宗地玄文本論	8	8	119	104	119	110	
LQ1607	施設論	QS1553	施設論	7	7	119	140	119	145	
LQ1726	大乘集菩薩學論	QS1554	大乘集菩薩學論	25	25	119	301	119	307	
LQ3976	大元至元法寶勘同總錄	QS1555	大元至元法寶勘同總錄	10	10	119	431	119	441	
		QS1556	大元至元辨偽錄	5	5	119	503	119	515	
LQ1704	彰所知論	QS1557	彰所知論	2	2	119	529	119	542	
LQ1238	聖者文殊師利發菩提心願文	QS1558	聖者文殊師利發菩提心願文	1	1	119	543	119	543	
LQ1231	聖妙吉祥真實名經	QS1559	聖妙吉祥真實名經	1	1	119	544	119	562	
LQ0999	佛說大白傘蓋總持陀羅尼經	QS1560	佛說大白傘蓋總持陀羅尼經	1	1	119	563	119	571	
		QS1561	大白傘蓋佛母總讚嘆禱祝偈	1	1	119	570	119	571	
LQ3978	大藏聖教法寶標目	QS1562	大藏聖教法寶標目	10	10	119	65	120	80	
LQ3708-1	傳法正宗記	QS1563	傳法正宗記	9	9	120	198	120	210	
LQ3708-2	傳法正宗定祖圖	QS1564	傳法正宗定祖圖	1	1	120	211	120	222	
LQ3708-3	傳法正宗論	QS1565	傳法正宗論	2	2	120	232	120	246	
		QS1566	輔教篇	3	3	120	274	120	285	
LQ3203	天目中峰和尚廣錄	QS1567	天目中峰和尚廣錄	30	30	120	638	120	641	
LQ1381-7	佛說灌頂伏魔封印大神呪經									
	#N/A									
LQ0433	#N/A									
LQ1163	#N/A									
LQ0324	#N/A									
LQ0413	#N/A									
LQ0758	#N/A									
LQ0296	#N/A									
LQ0661	#N/A									
LQ0773-1	#N/A									
LQ0773-2	#N/A									
LQ1381	#N/A									
LQ0302	#N/A									
LQ0406	#N/A									
LQ0394	#N/A									编码有问题，请核对。
LQ0626	#N/A									
LQ0234	#N/A									
LQ0235	#N/A									
	#N/A									
LQ2311	#N/A									
	#N/A									
	#N/A									
LQ1396	#N/A									
LQ0675	#N/A									
LQ0830	#N/A									
LQ0738	#N/A									
LQ0614-1	#N/A									
LQ0614-4	#N/A									
LQ0614-6	#N/A									
LQ1425-1	#N/A									
LQ1027-1	#N/A									
LQ1357	#N/A									
LQ0025-2	#N/A									
LQ0155-1	#N/A									
