# sid	tripitaka	name	lqsutra	total_reels	remark
GL004730	GL	虛空藏菩薩能滿諸願最勝心陀羅尼求聞持法	LQ011800	1	
GL004740	GL	佛說救面然餓鬼陀羅尼神呪經	LQ013550	1	
GL004750	GL	諸佛集會陀羅尼經	LQ011680	1	
GL004760	GL	智炬陁羅尼經	LQ014440	1	
GL004770	GL	百千印陁羅尼經	LQ014161	1	
GL004780	GL	諸法最上王經	LQ008420	1	
GL004790	GL	佛說德光太子經	LQ002300	1	
GL004800	GL	般泥洹後灌臘經	LQ004260	1	
GL004810	GL	商主天子所問經	LQ007150	1	
GL004820	GL	寂照神變三摩地經	LQ007480	1	
GL004830	GL	佛臨涅槃記法住經	LQ004250	1	
GL004840	GL	受持七佛名號所生功德經	LQ006050	1	
GL004850	GL	大乘四法經	LQ008160	1	
GL004860	GL	右繞佛塔功德經	LQ007930	1	
GL004870	GL	佛說堅固女經	LQ007020	1	
GL004880	GL	佛說師子素馱娑王斷肉經	LQ002240	1	
GL004890	GL	有德女所問大乘經	LQ006960	1	
GL004900	GL	佛說不增不減經	LQ007620	1	
GL004910	GL	離垢慧菩薩所問禮佛法經	LQ006570	1	
GL004920	GL	差摩婆帝授記經	LQ007010	1	
GL004930	GL	佛說八部佛名經	LQ006000	1	
GL004940	GL	佛說大乘流轉諸有經	LQ007030	1	
GL004950	GL	佛爲海龍王說法印經	LQ007210	1	
GL004960	GL	佛說妙色王因緣經	LQ002230	1	
GL004970	GL	師子莊嚴王菩薩請問經	LQ006560	1	
GL004980	GL	佛說造塔功德經	LQ007920	1	
GL004990	GL	佛說大意經	LQ002370	1	
GL005000	GL	優婆夷淨行法門經	LQ007060	2	
GL005010	GL	佛說金剛三昧本性淸淨不壞不滅經	LQ007440	1	
GL005020	GL	佛說師子月佛本生經	LQ002360	1	
GL005030	GL	佛說薩羅國經	LQ006700	1	
GL005040	GL	佛說十二頭陀經	LQ008190	1	
GL005050	GL	佛說樹提伽經	LQ006810	1	
GL005060	GL	長壽王經	LQ002210	1	
GL005070	GL	佛說甚深大迴向經	LQ008430	1	
GL005080	GL	佛說十吉祥經	LQ006010	1	
GL005090	GL	一切智光明仙人慈心因緣不食肉經	LQ002430	1	
GL005100	GL	佛說菩薩內習六波羅蜜經	LQ008170	1	
GL005110	GL	佛說長者法志妻經	LQ007000	1	
GL005120	GL	佛說菩薩投身飴餓虎起塔因緣經	LQ002320	1	
GL005130	GL	佛說天王太子辟羅經	LQ007170	1	
GL005140	GL	佛說長者女菴提遮師子吼了義經	LQ007070	1	
GL005150	GL	佛說八大人覺經	LQ000480	1	
GL005160	GL	佛說四輩經	LQ008110	1	
GL005170	GL	佛說過去世佛分衛經	LQ002400	1	
GL005180	GL	佛說當來變經	LQ004300	1	
GL005190	GL	佛說法常住經	LQ008370	1	
GL005200	GL	佛說法滅盡經	LQ004310	1	
GL005210	GL	金剛三昧經	LQ003040	1	
GL005220	GL	佛說三品弟子經	LQ008090	1	
GL005230	GL	菩薩地持經	LQ016510	10	
GL005240	GL	菩薩善戒經	LQ016521	9	
GL005250	GL	佛說淨業障經	LQ015610	1	
GL005260	GL	優婆塞戒經	LQ015490	7	
GL005270	GL	梵網經盧舍那佛說菩薩心地戒品第十		2	行528:存疑C,龙泉编号为空
GL005280	GL	受十善戒經	LQ015470	1	
GL005290	GL	佛藏經	LQ015500	3	
GL005300	GL	菩薩瓔珞本業經	LQ015460	2	
GL005310	GL	菩薩戒本	LQ015670	1	
GL005320	GL	菩薩善戒經	LQ016522	1	
GL005330	GL	菩薩戒本	LQ015680	1	
GL005340	GL	菩薩戒羯磨文	LQ015660	1	
GL005350	GL	佛說菩薩內戒經	LQ015480	1	
GL005360	GL	優婆塞五戒威儀經	LQ015690	1	
GL005370	GL	佛說文殊師利淨律經	LQ015530	1	
GL005380	GL	佛說文殊悔過經	LQ015560	1	
GL005390	GL	淸淨毘尼方廣經	LQ015520	1	
GL005400	GL	寂調音所問經	LQ015540	1	
GL005410	GL	大乘三聚懺悔經	LQ015600	1	
GL005420	GL	菩薩五法懺悔文	LQ015710	1	
GL005430	GL	菩薩藏經	LQ015580	1	
GL005440	GL	三曼陀跋陀羅菩薩經	LQ015570	1	
GL005450	GL	菩薩受齋經	LQ015700	1	
GL005460	GL	佛說舍利弗悔過經	LQ015590	1	
GL005470	GL	佛說法律三昧經	LQ015510	1	
GL005480	GL	十善業道經	LQ007190	1	
GL005490	GL	大智度論	LQ015760	100	
GL005500	GL	十地經論	LQ015890	12	
GL005510	GL	彌勒菩薩所問經論	LQ015920	9	
GL005520	GL	大寶積經論	LQ015900	4	
GL005530	GL	寶髻經四法憂波提舍	LQ015930	1	
GL005540	GL	佛地經論	LQ015970	7	
GL005550	GL	金剛般若論	LQ015771	2	
GL005560	GL	能斷金剛般若波羅蜜多經論頌	LQ015810	1	
GL005570	GL	能斷金剛般若波羅蜜多經論釋	LQ015800	3	
GL005580	GL	金剛般若波羅蜜經論	LQ015790	3	
GL005590	GL	金剛般若波羅蜜經破取著不壞假名論	LQ015820	2	
GL005600	GL	文殊師利菩薩問菩提經論	LQ015980	2	
GL005610	GL	妙法蓮華經論優波提舍	LQ015871	1	
GL005620	GL	勝思惟梵天所問經論	LQ015990	4	
GL005630	GL	妙法蓮華經優波提舍	LQ015860	2	
GL005640	GL	遺敎經論	LQ015960	1	
GL005650	GL	無量壽經優波提舍願生偈	LQ015910	1	
GL005660	GL	涅槃經本有今無偈論	LQ015950	1	
GL005670	GL	涅槃論	LQ015940	1	
GL005680	GL	三具足經優波提舍	LQ016010	1	
GL005690	GL	轉法輪經憂波提舍	LQ016000	1	
GL005700	GL	瑜伽師地論	LQ016490	100	
GL005710	GL	顯揚聖敎論	LQ016720	20	
GL005720	GL	大乘阿毗達磨集論	LQ016750	7	
GL005730	GL	顯揚聖敎論頌	LQ016730	1	
GL005740	GL	王法正理論	LQ016850	1	
GL005750	GL	瑜伽師地論釋	LQ016500	1	
GL005760	GL	大乘阿毘達磨雜集論	LQ016760	16	
GL005770	GL	中論	LQ016330	4	
GL005780	GL	般若燈論釋	LQ016360	15	
GL005790	GL	十二門論	LQ016380	1	
GL005800	GL	十八空論	LQ016860	1	
GL005810	GL	百論	LQ016390	2	
GL005820	GL	廣百論本	LQ016400	1	
GL005830	GL	大乘廣百論釋論	LQ016410	10	
GL005840	GL	十住毗婆沙論	LQ015880	17	
GL005850	GL	菩提資糧論	LQ017300	6	
GL005860	GL	大乘莊嚴經論	LQ016740	13	
GL005870	GL	大莊嚴論經	LQ001950	15	
GL005880	GL	攝大乘論	LQ016630	3	
GL005890	GL	順中論義入大般若波羅蜜經初品法門		2	行590:存疑C,龙泉编号为空
GL005900	GL	攝大乘論釋	LQ016650	15	
GL005910	GL	攝大乘論	LQ016640	2	
GL005920	GL	攝大乘論本	LQ016620	3	
GL005930	GL	攝大乘論釋論	LQ016670	10	
GL005940	GL	攝大乘論釋	LQ016660	10	
GL005950	GL	攝大乘論釋	LQ016680	10	
GL005960	GL	佛性論	LQ016800	4	
GL005970	GL	中邊分別論	LQ016700	2	
GL005980	GL	決定藏論	LQ016530	3	
GL005990	GL	辯中邊論頌	LQ016710	1	
GL006000	GL	究竟一乘寶性論	LQ016810	4	
GL006010	GL	辯中邊論	LQ016690	3	
GL006020	GL	業成就論	LQ016790	1	
GL006030	GL	大乘成業論	LQ016780	1	
GL006040	GL	因明正理門論本	LQ017180	1	
GL006050	GL	成唯識寶生論	LQ016610	5	
GL006060	GL	因明正理門論	LQ017190	1	
GL006070	GL	因明入正理論	LQ017200	1	
GL006080	GL	唯識二十論	LQ016600	1	
GL006090	GL	唯識三十論頌	LQ016550	1	
GL006100	GL	大乘唯識論	LQ016590	1	
GL006110	GL	顯識論	LQ016560	1	
GL006120	GL	轉識論	LQ016570	1	
GL006130	GL	唯識論	LQ016580	1	
GL006140	GL	成唯識論	LQ016540	10	
GL006150	GL	大丈夫論	LQ016470	2	
GL006160	GL	大乘起信論	LQ017360	1	
GL006170	GL	寶行王正論	LQ017150	1	
GL006180	GL	大乘五蘊論	LQ016820	1	
GL006190	GL	大乘廣五蘊論	LQ016830	1	
GL006200	GL	大乘掌珍論	LQ016480	2	
GL006210	GL	入大乘論	LQ017240	2	
GL006220	GL	三無性論	LQ016870	2	
GL006230	GL	大乘起信論	LQ017370	2	
GL006240	GL	發菩提心經論	LQ017290	2	
GL006250	GL	觀所緣論釋	LQ016940	1	
GL006260	GL	如實論反質難品		1	行627:存疑C,龙泉编号为空
GL006270	GL	方便心論	LQ017220	1	
GL006280	GL	觀所緣緣論	LQ016930	1	
GL006290	GL	無相思塵論	LQ016920	1	
GL006300	GL	廻諍論	LQ017210	1	
GL006310	GL	百字論	LQ016420	1	
GL006320	GL	壹輸盧迦論	LQ016430	1	
GL006330	GL	六門敎授習定論	LQ016770	1	
GL006340	GL	手杖論	LQ017160	1	
GL006350	GL	觀惣相論頌	LQ016910	1	
GL006360	GL	取因假設論	LQ016900	1	
GL006370	GL	掌中論	LQ016880	1	
GL006380	GL	止觀門論頌	LQ017140	1	
GL006390	GL	大乘法界無差別論	LQ016960	1	
GL006400	GL	大乘法界無差別論	LQ016970	1	
GL006410	GL	緣生論	LQ017110	1	
GL006420	GL	提婆菩薩釋楞伽經中外道小乘涅槃論	LQ016990	1	
GL006430	GL	解捲論	LQ016890	1	
GL006440	GL	大乘百法明門論本事分中略錄名數		1	行645:存疑C,龙泉编号为空
GL006450	GL	提婆菩薩破楞伽經中外道小乘四宗論	LQ016980	1	
GL006460	GL	十二因緣論	LQ017100	1	
GL006470	GL	佛說長阿含經	LQ000010	22	
GL006480	GL	中阿含經	LQ000280	60	
GL006490	GL	增壹阿含經	LQ001440	51	
GL006500	GL	雜阿含經	LQ001020	50	
GL006510	GL	別譯雜阿含經	LQ001030	16	
GL006520	GL	大般涅槃經	LQ004090	3	
GL006530	GL	佛般泥洹經	LQ000050	2	
GL006540	GL	般泥洹經	LQ000060	2	
GL006550	GL	佛說人本欲生經	LQ000150	1	
GL006560	GL	佛說屍迦羅越六方禮經	LQ000180	1	
GL006570	GL	佛開解梵志阿颰經		1	行658:存疑C,龙泉编号为空
GL006580	GL	佛說寂志果經	LQ000240	1	
GL006590	GL	佛說梵網六十二見經	LQ000230	1	
GL006600	GL	起世經	LQ000260	10	
GL006610	GL	起世因本經	LQ000270	10	
GL006620	GL	大樓炭經	LQ000250	6	
GL006630	GL	中本起經	LQ001900	2	
GL006640	GL	長阿含十報法經	LQ000140	2	
GL006650	GL	佛說七知經	LQ000290	1	
GL006660	GL	佛說諸法本經	LQ000610	1	
GL006670	GL	幣魔試目連經	LQ000690	1	
GL006680	GL	佛說鹹水喩經	LQ000310	1	
GL006690	GL	佛說緣本致經	LQ000390	1	
GL006700	GL	佛說古來世時經	LQ000460	1	
GL006710	GL	佛說梵志計水淨經	LQ000530	1	
GL006720	GL	佛說一切流攝守因經	LQ000330	1	
GL006730	GL	佛說四諦經	LQ000340	1	
GL006740	GL	佛說本相猗致經	LQ000380	1	
GL006750	GL	佛說恒水經	LQ000350	1	
GL006760	GL	佛說頂生王故事經	LQ000410	1	
GL006770	GL	佛說求欲經	LQ000510	1	
GL006780	GL	佛說苦陰因事經	LQ000570	1	
GL006790	GL	佛說瞻婆比丘經	LQ000650	1	
GL006800	GL	佛說伏婬經	LQ000670	1	
GL006810	GL	佛說文陀竭王經	LQ000420	1	
GL006820	GL	佛說閻羅王五天使者經	LQ000450	1	
GL006830	GL	佛說瞿曇彌記果經	LQ000620	1	
GL006840	GL	佛說鐵城泥犁經	LQ000440	1	
GL006850	GL	佛說阿耨風經	LQ000600	1	
GL006860	GL	佛說阿那律八念經	LQ000470	1	
GL006870	GL	佛說離睡經	LQ000490	1	
GL006880	GL	佛說受歲經	LQ000520	1	
GL006890	GL	佛說樂想經	LQ000580	1	
GL006900	GL	佛說是法非法經	LQ000500	1	
GL006910	GL	佛說釋摩男本四子經	LQ000560	1	
GL006920	GL	佛說苦陰經	LQ000550	1	
GL006930	GL	佛說漏分佈經	LQ000590	1	
GL006940	GL	佛說魔嬈亂經	LQ000680	1	
GL006950	GL	佛說鸚鵡經	LQ000820	1	
GL006960	GL	佛說四人出現世間經	LQ001480	1	
GL006970	GL	佛說鞞摩肅經	LQ000950	1	
GL006980	GL	佛說箭喩經	LQ000990	1	
GL006990	GL	佛說食施獲五福報經	LQ001550	1	
GL007000	GL	佛說三歸五戒慈心厭離功德經	LQ000740	1	
GL007010	GL	佛說兜調經	LQ000810	1	
GL007020	GL	佛說邪見經	LQ000980	1	
GL007030	GL	佛說婆羅門子命終愛念不離經	LQ000960	1	
GL007040	GL	佛說十支居士八城人經	LQ000970	1	
GL007050	GL	佛說婆羅門避死經	LQ001540	1	
GL007060	GL	佛說意經	LQ000860	1	
GL007070	GL	佛說尊上經	LQ000800	1	
GL007080	GL	佛說鴦掘摩經	LQ001370	1	
GL007090	GL	佛說應法經	LQ000870	1	
GL007100	GL	佛說數經	LQ000720	1	
GL007110	GL	佛說波斯匿王太后崩塵土坌身經	LQ001430	1	
GL007120	GL	佛說泥犁經	LQ000910	1	
GL007130	GL	佛說戒德香經	LQ001350	1	
GL007140	GL	優波夷墮舍迦經	LQ000930	1	
GL007150	GL	佛爲黃竹園老婆羅門說學經	LQ000770	1	
GL007160	GL	頻毘娑羅王詣佛供養經	LQ001570	1	
GL007170	GL	佛說普法義經	LQ001010	1	
GL007180	GL	佛說善生子經	LQ000190	1	
GL007190	GL	梵志頞波羅延問種尊經	LQ000730	1	
GL007200	GL	佛說賴吒和羅經	LQ000700	1	
GL007210	GL	佛說齋經	LQ000920	1	
GL007220	GL	梵摩渝經	LQ000780	1	
GL007230	GL	須摩提女經	LQ001510	1	
GL007240	GL	佛說長者子六過出家經	LQ001590	1	
GL007250	GL	廣義法門經	LQ001000	1	
GL007260	GL	佛說須達經	LQ000750	1	
GL007270	GL	佛說鴦崛髻經	LQ001380	1	
GL007280	GL	佛說難提釋經	LQ001310	1	
GL007290	GL	佛說相應相可經	LQ001240	1	
GL007300	GL	佛說三轉法輪經	LQ001220	1	
GL007310	GL	佛說五蘊皆空經	LQ001050	1	
GL007320	GL	佛說四泥犁經	LQ001670	1	
GL007330	GL	佛說水沫所漂經	LQ001120	1	
GL007340	GL	舍衛國王夢見十事經	LQ001740	1	
GL007350	GL	佛說舍衛國王十夢經	LQ001750	1	
GL007360	GL	緣起經	LQ001180	1	
GL007370	GL	佛說不自守意經	LQ001140	1	
GL007380	GL	佛說七處三觀經	LQ001060	1	
GL007390	GL	阿那邠邸化七子經	LQ001680	1	
GL007400	GL	佛說阿難同學經	LQ001580	1	
GL007410	GL	佛說轉法輪經	LQ001210	1	
GL007420	GL	佛說八正道經	LQ001300	1	
GL007430	GL	五陰譬喩經	LQ001110	1	
GL007440	GL	治禪病秘要法	LQ005200	2	
GL007450	GL	雜阿含經	LQ001040	1	
GL007460	GL	佛說放牛經	LQ001640	1	
GL007470	GL	七佛父母姓字經	LQ000020	1	
GL007480	GL	佛說四未曾有法經	LQ001620	1	
GL007490	GL	佛說力士移山經	LQ001610	1	
GL007500	GL	佛說聖法印經	LQ001080	1	
GL007510	GL	舍利弗摩訶目連遊四衢經	LQ001630	1	
GL007520	GL	佛說馬有八態譬人經	LQ001330	1	
GL007530	GL	佛母般泥洹經	LQ001730	1	
GL007540	GL	佛說大愛道般泥洹經	LQ001720	1	
GL007550	GL	佛說滿願子經	LQ001190	1	
GL007560	GL	佛說十一想思念如來經	LQ001660	1	
GL007570	GL	佛說馬有三相經	LQ001320	1	
GL007580	GL	國王不梨先泥十夢經	LQ001760	1	
GL007590	GL	佛說摩鄧女經	LQ005020	1	
GL007600	GL	佛說鬼問目連經	LQ005530	1	
GL007610	GL	佛說阿難問事佛吉凶經	LQ004670	1	
GL007620	GL	佛說摩登女解形中六事經	LQ005030	1	
GL007630	GL	餓鬼報應經	LQ005540	1	
GL007640	GL	舍頭諫太子二十八宿經		1	行765:存疑C,龙泉编号为空
GL007650	GL	修行本起經	LQ001810	2	
GL007660	GL	摩登伽經	LQ013410	2	
GL007670	GL	佛說雜藏經	LQ005520	1	
GL007680	GL	五母子經	LQ005060	1	
GL007690	GL	沙彌羅經	LQ005070	1	
GL007700	GL	佛說阿難分別經	LQ004690	1	
GL007710	GL	玉耶經	LQ001700	1	
GL007720	GL	佛說玉耶女經	LQ001690	1	
GL007730	GL	佛說慢法經	LQ004680	1	
GL007740	GL	佛說阿遫達經	LQ001710	1	
GL007750	GL	佛說太子瑞應本起經	LQ001820	2	
GL007760	GL	佛說長者音悅經	LQ004930	1	
GL007770	GL	過去現在因果經	LQ001800	4	
GL007780	GL	四十二章經	LQ005790	1	
GL007790	GL	佛說海八德經	LQ000370	1	
GL007800	GL	龍王兄弟經	LQ005170	1	
GL007810	GL	佛說罪業應報敎化地獄經	LQ005440	1	
GL007820	GL	佛說女祇域因緣經	LQ005040	1	
GL007830	GL	法海經	LQ000360	1	
GL007840	GL	佛說七女經	LQ005080	1	
GL007850	GL	佛說蓱沙王五願經	LQ000790	1	
GL007860	GL	佛說八師經	LQ005130	1	
GL007870	GL	佛說琉璃王經	LQ001560	1	
GL007880	GL	所欲致患經	LQ005590	1	
GL007890	GL	佛說堅意經	LQ005560	1	
GL007900	GL	佛說三摩竭經	LQ001520	1	
GL007910	GL	阿闍世王問五逆經	LQ004820	1	
GL007920	GL	佛說貧窮老公經	LQ005110	1	
GL007930	GL	得道梯橙錫杖經	LQ005800	1	
GL007940	GL	佛說越難經	LQ004940	1	
GL007950	GL	佛說進學經	LQ005860	1	
GL007960	GL	佛說淨飯王般涅槃經	LQ004830	1	
GL007970	GL	五苦章句經	LQ005620	1	
GL007980	GL	禪秘要法經	LQ005190	3	
GL007990	GL	生經	LQ001790	5	
GL008000	GL	佛說義足經	LQ001920	2	
GL008010	GL	正法念處經	LQ005420	70	
GL008020	GL	佛本行集經	LQ001840	60	
GL008030	GL	本事經	LQ005770	7	
GL008040	GL	佛說興起行經	LQ001910	2	
GL008050	GL	佛爲首迦長者說業報差別經	LQ000830	1	
GL008060	GL	佛說大安般守意經	LQ005180	2	
GL008070	GL	陰持入經	LQ005210	2	
GL008080	GL	佛說處處經	LQ005500	1	
GL008090	GL	佛說罵意經	LQ005550	1	
GL008100	GL	佛說分別善惡所起經	LQ005490	1	
GL008110	GL	佛說出家功德因緣經		1	行812:存疑C,龙泉编号为空(龙泉经无对应版本)
GL008120	GL	佛說十八泥犁經	LQ005510	1	
GL008130	GL	佛說阿含正行經	LQ001780	1	
GL008140	GL	禪行法想經	LQ005230	1	
GL008150	GL	佛說長者子懊惱三處經	LQ004900	1	
GL008160	GL	佛說須摩提長者經	LQ004920	1	
GL008170	GL	佛說阿難四事經	LQ004700	1	
GL008180	GL	佛說猘狗經	LQ002080	1	
GL008190	GL	佛說黑氏梵志經	LQ005120	1	
GL008200	GL	佛說四願經	LQ005570	1	
GL008210	GL	佛說未生寃經	LQ004810	1	
GL008220	GL	佛說阿鳩留經	LQ004910	1	
GL008230	GL	佛說八關齋經	LQ000940	1	
GL008240	GL	佛說分別經	LQ005600	1	
GL008250	GL	佛說法受塵經	LQ005820	1	
GL008260	GL	犍陀國王經	LQ004800	1	
GL008270	GL	佛說孝子經	LQ005370	1	
GL008280	GL	燈指因緣經	LQ005380	1	
GL008290	GL	佛五百弟子自說本起經	LQ001930	1	
GL008300	GL	佛說四自侵經	LQ005580	1	
GL008310	GL	佛說大迦葉本經	LQ004720	1	
GL008320	GL	佛說自愛經	LQ005630	1	
GL008330	GL	佛說忠心經	LQ005640	1	
GL008340	GL	佛說呵鵰阿那鋡經	LQ004950	1	
GL008350	GL	佛說見正經	LQ004790	1	
GL008360	GL	阿難七夢經	LQ004710	1	
GL008370	GL	佛說婦人遇辜經	LQ005090	1	
GL008380	GL	佛說罪福報應經	LQ005650	1	
GL008390	GL	佛說摩訶迦葉度貧母經	LQ004730	1	
GL008400	GL	十二品生死經	LQ005690	1	
GL008410	GL	佛說五恐怖世經	LQ015420	1	
GL008420	GL	弟子死復生經	LQ005900	1	
GL008430	GL	佛說佛大僧大經	LQ004970	1	
GL008440	GL	佛說耶祇經	LQ004980	1	
GL008450	GL	佛說達摩國王經	LQ004860	1	
GL008460	GL	佛說旃陀越國王經	LQ004850	1	
GL008470	GL	佛說五無反復經	LQ005681	1	
GL008480	GL	佛說末羅王經	LQ004840	1	
GL008490	GL	佛爲年少比丘說正事經	LQ004770	1	
GL008500	GL	羅雲忍辱經	LQ004750	1	
GL008510	GL	佛說沙曷比丘功德經	LQ004760	1	
GL008520	GL	佛說懈怠耕者經	LQ005910	1	
GL008530	GL	佛說大魚事經	LQ002090	1	
GL008540	GL	辯意長者子經	LQ006830	1	
GL008550	GL	無垢優婆夷問經	LQ005100	1	
GL008560	GL	佛說四天王經	LQ001410	1	
GL008570	GL	佛說時非時經	LQ005840	1	
GL008580	GL	佛說因緣僧護經	LQ005670	1	
GL008590	GL	盧至長者因緣經	LQ004960	1	
GL008600	GL	佛說出家功德經	LQ005390	1	
GL008610	GL	佛說無上處經	LQ001470	1	
GL008620	GL	佛說木槵子經	LQ005920	1	
GL008630	GL	佛說五王經	LQ004890	1	
GL008640	GL	佛說護淨經	LQ005660	1	
GL008650	GL	佛說八無暇有暇經	LQ000660	1	
GL008660	GL	佛說療痔病經	LQ013730	1	
GL008670	GL	佛說略敎誡經	LQ005870	1	
GL008680	GL	佛說譬喩經	LQ002100	1	
GL008690	GL	長爪梵志請問經	LQ005140	1	
GL008700	GL	佛說無常經	LQ001290	1	
GL008710	GL	佛說受新歲經		1	行872:存疑C,龙泉编号为空(龙泉经无对应版本)
GL008720	GL	佛說新歲經	LQ000630	1	
GL008730	GL	比丘聽施經	LQ001130	1	
GL008740	GL	身觀經		1	行875:存疑C,龙泉编号为空
GL008750	GL	佛說鬼子母經	LQ013030	1	
GL008760	GL	佛說頞多和多耆經	LQ005610	1	
GL008770	GL	普達王經	LQ004880	1	
GL008780	GL	佛滅度後棺斂葬送經	LQ004270	1	
GL008790	GL	佛說梵摩難國王經	LQ004870	1	
GL008800	GL	佛說栴檀樹經	LQ005880	1	
GL008810	GL	天請問經	LQ005150	1	
GL008820	GL	佛說九橫經	LQ001070	1	
GL008830	GL	佛說父母恩難報經	LQ005360	1	
GL008840	GL	佛說孫多耶致經	LQ000540	1	
GL008850	GL	佛說羣牛譬經	LQ001460	1	
GL008860	GL	比丘避女惡名欲自殺經	LQ004780	1	
GL008870	GL	佛說禪行三十七品經	LQ005220	1	
GL008880	GL	佛說賢者五福德經	LQ005780	1	
GL008890	GL	摩訶僧祗律	LQ014860	40	
GL008900	GL	十誦律	LQ014961	61	
GL008910	GL	根本說一切有部毗奈耶	LQ015030	50	
GL008920	GL	根本說一切有部苾芻尼毗奈耶	LQ015040	20	
GL008930	GL	根本說一切有部毗奈耶雜事	LQ015120	40	
GL008940	GL	根本說一切有部尼陀那	LQ015131	10	
GL008950	GL	彌沙塞部和醯五分律	LQ014820	30	
GL008960	GL	四分律	LQ014890	60	
GL008970	GL	根本說一切有部苾芻尼戒經	LQ015160	1	
GL008980	GL	根本說一切有部戒經	LQ015150	1	
GL008990	GL	十誦比丘尼波羅提木叉戒本	LQ014981	1	
GL009000	GL	摩訶僧祇比丘尼戒本	LQ014881	1	
GL009010	GL	彌沙塞五分戒本	LQ014831	1	
GL009020	GL	十誦比丘婆羅提木叉戒本	LQ014971	1	
GL009030	GL	摩訶僧祇律大比丘戒本	LQ014870	1	
GL009040	GL	四分僧戒本	LQ014910	1	
GL009050	GL	五分比丘尼戒本	LQ014840	1	
GL009060	GL	沙彌十戒法並威儀	LQ015320	1	
GL009070	GL	舍利弗問經	LQ015260	1	
GL009080	GL	四分比丘尼戒本	LQ014921	1	
GL009090	GL	四分律比丘戒本	LQ014900	1	
GL009100	GL	解脫戒經	LQ015210	1	
GL009110	GL	沙彌威儀	LQ015330	1	
GL009120	GL	沙彌尼離戒文	LQ015360	1	
GL009130	GL	沙彌尼戒經	LQ015350	1	
GL009140	GL	根本說一切有部百一羯磨	LQ015140	10	
GL009150	GL	羯磨	LQ014940	1	
GL009160	GL	彌沙塞羯磨本	LQ014850	1	
GL009170	GL	大沙門百一羯磨法	LQ014990	1	
GL009180	GL	曇無德律部雜羯磨	LQ014930	1	
GL009190	GL	四分比丘尼羯磨法	LQ014950	1	
GL009200	GL	十誦羯磨比丘要用	LQ015000	1	
GL009210	GL	優波離問佛經	LQ015270	1	
GL009220	GL	曇無德部四分律刪補隨機羯磨	LQ023681	2	
GL009230	GL	僧羯磨	LQ023760	3	
GL009240	GL	尼羯磨	LQ023770	3	
GL009250	GL	根本說一切有部毗奈耶頌	LQ015200	3	
GL009260	GL	大愛道比丘尼經	LQ015390	2	
GL009270	GL	根本說一切有部毗奈耶尼陀那目得迦攝頌	LQ015170	1	
GL009280	GL	根本說一切有部略毗奈耶雜事攝頌	LQ015180	1	
GL009290	GL	佛說目連問戒律中五百輕重事	LQ015441	1	
GL009300	GL	佛說優婆塞五戒相經	LQ015370	1	
GL009310	GL	佛說迦葉禁戒經	LQ015300	1	
GL009320	GL	佛說犯戒罪報輕重經	LQ015291	1	
GL009330	GL	佛說戒消災經	LQ015380	1	
GL009340	GL	根本薩婆多部律攝	LQ015190	14	
GL009350	GL	薩婆多部毗尼摩得勒伽	LQ015020	10	
GL009360	GL	鼻奈耶	LQ015250	10	
GL009370	GL	善見律毗婆沙	LQ015230	18	
GL009380	GL	佛阿毗曇經出家相品	LQ015430	2	
GL009390	GL	毗尼母經	LQ015240	8	
GL009400	GL	大比丘三千威儀	LQ015310	2	
GL009410	GL	薩婆多毗尼毗婆沙	LQ015010	9	
GL009420	GL	律二十二明瞭論	LQ015220	1	
GL009430	GL	阿毘曇八犍度論	LQ016130	30	
GL009440	GL	阿毘達磨發智論	LQ016120	20	
GL009450	GL	阿毘達磨法蘊足論	LQ016060	12	
GL009460	GL	阿毘達磨集異門足論	LQ016050	20	
