# sid	tripitaka	name	lqsutra	total_reels	remark
HN014150	HN	諸法無諍三昧法門	LQ027910	2	
HN014160	HN	法華經安樂行義	LQ027960	1	
HN014170	HN	四念處	LQ027840	4	
HN014180	HN	釋禪波羅蜜次第法門	LQ027820	10	
HN014190	HN	華嚴經疏科	LQ020040	20	
HN014200	HN	大方廣佛華嚴經疏	LQ019980	120	
HN014210	HN	大方廣佛華嚴經疏	LQ019980	32	
HN014220	HN	華嚴經隨疏演義鈔		60	行1423:存疑C,龙泉编号不存在：LQ020022，存在2条经名相似的记录：[大方廣佛華嚴經隨疏演義鈔,LQ019991] [華嚴經隨疏演義鈔【別本】,LQ019992] 
HN014230	HN	華嚴一乘教義分齋章	LQ026110	3	
HN014240	HN	華嚴法界玄鏡	LQ026400	1	序
HN014250	HN	華嚴經明法品內立三寶章	LQ026270	2	
HN014260	HN	華嚴經旨歸	LQ026240	1	
HN014270	HN	首楞嚴經義海	LQ022480	30	
HN014280	HN	禪宗頌古聯珠通集卷	LQ035341	21	
HN014290	HN	佛祖統紀	LQ036100	55	
HN014300	HN	翻譯名義集	LQ039510	18	
HN014310	HN	嘉泰普燈録	LQ037070	30	
HN014320	HN	無明羅剎經	LQ005410	1	
HN014330	HN	馬鳴菩薩傳	LQ036320	1	
HN014340	HN	龍樹菩薩傳	LQ036331	1	
HN014350	HN	提婆菩薩傳	LQ036340	1	
HN014360	HN	婆藪槃豆傳	LQ036350	1	
HN014370	HN	龍樹菩薩為禪陀迦王說法要偈	LQ017420	1	
HN014380	HN	勸發諸王要偈	LQ017430	1	
HN014390	HN	龍樹菩薩勸誡王頌	LQ017440	1	
HN014400	HN	賓頭盧突羅闍為優陀延王說法經	LQ017600	1	
HN014410	HN	請賓頭盧經	LQ017590	1	
HN014420	HN	大勇菩薩分別業報略經	LQ005430	1	
HN014430	HN	迦丁比丘說當來變經	LQ036000	1	
HN014440	HN	大阿羅漢難提蜜多羅所說法住記	LQ036020	1	
HN014450	HN	金七十論	LQ039010	3	
HN014460	HN	勝宗十句義論	LQ039020	1	
KB000010	KB	大般若波羅蜜多經	LQ002460	581	1頁經文不全
KB000020	KB	大寶積	LQ003420	111	
KB000030	KB	大方等大集經	LQ004320	43	
KB000040	KB	法華經	LQ002920	7	
KB000050	KB	阿惟越致遮經	LQ002990	1	
KB000060	KB	大雲請雨品經	LQ010120	1	卷末寫的是大雲經請雨品第六十四，第32也和第33頁好像重複
KB000070	KB	雜阿含經	LQ001020	39	缺失卷第31-38；疑似掃描原因，第1-4頁頁尾內容有缺失
KB000080	KB	佛本行集經	LQ001840	19	
KB000090	KB	十誦律	LQ014961	46	
KB000100	KB	禦制秘藏詮		13	行11:存疑C,龙泉编号为空
LC000010	LC	大般若波羅蜜多經	LQ002460	481	
LC000020	LC	摩訶般若波羅蜜經	LQ002490	24	
LC000030	LC	光讃經	LQ002480	6	
LC000040	LC	道行般若經	LQ002500	4	
LC000050	LC	勝天王般若波羅蜜經	LQ002560	6	
LC000060	LC	佛說濡首菩薩無上淸淨分衞經	LQ002590	2	
LC000070	LC	金剛般若波羅蜜經	LQ002600	1	
LC000080	LC	金剛般若波羅蜜經	LQ002620	1	
LC000090	LC	能斷金剛般若波羅蜜多經	LQ002640	1	卷首殘
LC000100	LC	佛說仁王般若波羅蜜經	LQ002710	2	
LC000110	LC	大寶積經	LQ003420	119	卷首殘,經名卷次據卷尾
LC000120	LC	佛說無量淸淨平等覺經	LQ003910	4	
LC000130	LC	大方等大集經	LQ004330	56	
LC000140	LC	大方廣十輪經	LQ004520	7	
LC000150	LC	大乘大集經		1	行16:存疑C,龙泉编号为空
LC000160	LC	虛空藏菩薩經	LQ004460	1	
LC000170	LC	虛空藏菩薩神呪經	LQ004470	1	
LC000180	LC	觀虛空藏菩薩經	LQ004500	1	
LC000190	LC	般舟三昧經	LQ004580	1	卷上，卷首丟失，p1殘缺,第2、3、7字跡不清
LC000200	LC	大哀經	LQ004400	5	
LC000210	LC	寶星陀羅尼經	LQ004450	10	
LC000220	LC	大方廣佛華嚴經	LQ003100	13	新譯
LC000230	LC	大方廣佛華嚴經	LQ003090	79	新譯
LC000240	LC	信力入印法門經	LQ003370	5	
LC000250	LC	佛華嚴入如來德智不思議境界經	LQ003360	2	卷首尾經名不一致
LC000260	LC	大乘金剛髻珠菩薩修行分	LQ011630	1	
LC000270	LC	大方廣佛華嚴經修慈分	LQ003380	1	
LC000280	LC	度諸佛境界智光嚴經	LQ003350	1	
LC000290	LC	大方廣如來智德不思議經	LQ003340	1	
LC000300	LC	大方廣如來不思議境界經	LQ003320	1	
LC000310	LC	大方廣佛華嚴經不思議佛境界分	LQ003330	1	
LC000320	LC	佛說兜沙經	LQ003110	1	
LC000330	LC	佛說大方廣菩薩十地經	LQ003400	1	
LC000340	LC	佛說等目菩薩經	LQ003190	3	卷首尾經名不一致，無卷上。
LC000350	LC	佛說羅摩伽經	LQ003260	3	
LC000360	LC	度世品經	LQ003230	6	
LC000370	LC	大方廣佛華嚴經入法界品	LQ003270	1	
LC000380	LC	大般涅槃經	LQ000070	38	
LC000390	LC	佛說大般泥洹經	LQ004110	5	
LC000400	LC	大般涅槃經後分	LQ004120	2	
LC000410	LC	佛說方等般泥洹經	LQ004130	2	
LC000420	LC	四童子三昧經	LQ004140	3	
LC000430	LC	大悲經	LQ004150	5	
LC000440	LC	大方廣莊嚴經	LQ002440	12	
LC000450	LC	佛說普曜經	LQ002450	8	
LC000460	LC	佛說法華三昧經	LQ003000	1	
LC000470	LC	正法華經	LQ002930	10	
LC000480	LC	添品妙發蓮華經	LQ002940	7	
LC000490	LC	維摩詰	LQ006450	2	
LC000500	LC	善思童子	LQ006480	2	
LC000510	LC	大乘大悲分陁利經	LQ002180	5	
LC000520	LC	悲華經	LQ002170	10	卷頭丟失
LC000530	LC	合部金光明經	LQ007590	1	
LC000540	LC	佛說純真陀羅如來三昧經	LQ007260	1	
LC000550	LC	佛說阿惟越致經	LQ002990	1	
LC000560	LC	不退轉法輪經	LQ002980	1	
LC000570	LC	等集眾德三昧經	LQ004170	1	
LC000580	LC	集一切福德三昧經	LQ004160	3	
LC000590	LC	持心梵天所問經	LQ007090	4	
LC000600	LC	持人菩薩經	LQ006530	4	
LC000610	LC	持世經	LQ006520	4	
LC000620	LC	大乘方廣捴持經	LQ003050	1	
LC000630	LC	深密解脫經	LQ007710	3	
LC000640	LC	解深密經	LQ007700	5	
LC000660	LC	緣生初勝分法本經	LQ008030	1	
LC000670	LC	分別緣起初勝法門經	LQ008020	1	
LC000680	LC	楞伽阿跋多羅寶經	LQ007640	4	
LC000690	LC	入楞伽經	LQ007650	2	
LC000700	LC	大乘楞伽經	LQ007660	7	
LC000710	LC	佛說菩薩行方便境界神通變化經	LQ003030	2	
LC000720	LC	大薩遮尼乾子所說經	LQ003020	9	
LC000730	LC	大方等無想經	LQ004220	6	
LC000740	LC	大雲輪請雨經	LQ010130	1	
LC000750	LC	諸法無行經	LQ007510	1	
LC000760	LC	佛說諸法本無經	LQ007520	2	
LC000770	LC	無極寶三昧經	LQ007360	2	
LC000780	LC	佛說寶如來三昧經	LQ007370	2	
LC000790	LC	佛說灌頂七萬二千神王護比丘咒經	LQ013812	11	
LC000800	LC	文殊師利普超三昧經	LQ007290	3	卷首丟失
LC000810	LC	佛說藥師如來本願經	LQ006190	1	
LC000820	LC	藥師琉璃光如來本願功德經	LQ006200	1	
LC000830	LC	藥師琉璃光七佛本願功德經	LQ006210	1	
LC000840	LC	佛說放鉢經	LQ007300	1	
LC000850	LC	月燈三昧經	LQ007390	10	
LC000860	LC	佛說月燈三昧經	LQ007400	2	養
LC000870	LC	大㽵嚴法門經	LQ008350	2	大㽵嚴法門經卷下
LC000880	LC	積讃淨土佛攝受經	LQ003990	1	
LC000890	LC	六度集經	LQ002120	8	
LC000900	LC	太子須大拏經	LQ002310	1	
LC000910	LC	佛說菩薩睒子經	LQ002341	1	
LC000920	LC	佛說睒子經	LQ002351	1	
LC000930	LC	佛說太子墓魄經	LQ002280	1	
LC000940	LC	佛說九色鹿經	LQ002410	1	
LC000950	LC	佛說太子慕魄經	LQ002270	1	
LC000960	LC	佛說德護長者經	LQ006770	1	
LC000970	LC	四未曾有經	LQ001620	1	
LC000980	LC	大乘百福莊嚴相經	LQ006430	1	
LC000990	LC	大乘四法經	LQ008140	1	
LC001000	LC	佛說菩薩修行四法經	LQ008150	1	
LC001010	LC	善恭敬經	LQ015620	1	
LC001020	LC	佛說稀有校量功德經	LQ007830	1	
LC001030	LC	最無比經	LQ007820	1	265頁少半頁面經文
LC001040	LC	前世三轉經	LQ002380	1	
LC001050	LC	稱讚大乘功德經	LQ008550	1	
LC001060	LC	說妙法決定業障經	LQ008560	1	
LC001070	LC	佛說摩訶剎頭經	LQ007910	1	
LC001080	LC	不空羂索神辯真言經	LQ011240	19	
LC001090	LC	不空羂索咒經	LQ011260	1	
LC001100	LC	不空羂索神咒心經	LQ011270	2	
LC001110	LC	不空羂索陀羅尼自在王咒經	LQ011310	2	
LC001120	LC	不空羂索陀羅尼經	LQ011320	1	
LC001130	LC	千手千眼觀世音菩薩姥陀羅尼身經	LQ010790	1	
LC001140	LC	佛說千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經	LQ010821	1	
LC001150	LC	觀世音菩薩秘密藏如意輪陀羅尼神咒經	LQ011140	1	
LC001160	LC	佛說陀羅尼集經	LQ009190	7	
LC001170	LC	舍利佛陀羅尼經	LQ010370	1	
LC001180	LC	佛說內藏百寶經	LQ008240	1	
LC001190	LC	佛說須賴經	LQ003600	1	
LC001200	LC	佛說福田經	LQ007770	1	
LC001210	LC	佛說溫室洗浴眾僧經	LQ007940	1	
LC001220	LC	佛說稱揚諸佛功德經	LQ005950	3	
LC001230	LC	佛說須真天子經	LQ007130	4	
LC001240	LC	摩訶摩耶經	LQ004180	2	
LC001250	LC	佛說孛經抄	LQ008230	1	
LC001260	LC	觀世音菩薩授記經	LQ004040	1	
LC001270	LC	佛說海龍王經	LQ007180	4	
LC001280	LC	佛說首楞嚴三昧經	LQ007420	2	
LC001290	LC	佛說觀藥王藥上二菩薩經	LQ011990	1	
LC001300	LC	佛說觀普賢菩薩行法經	LQ003080	1	
LC001310	LC	不思議光菩薩所說經	LQ006540	1	
LC001320	LC	最勝問菩薩十住除垢斷結經	LQ003410	3	卷首缺失（無法判斷起始頁是否為卷首頁，只顯示左半頁）
LC001330	LC	菩薩瓔珞經	LQ007550	14	
LC001340	LC	佛說超日明三昧經	LQ007380	2	
LC001350	LC	大威德陀羅尼經	LQ013880	20	
LC001360	LC	佛說佛名經	LQ006100	12	
LC001370	LC	過去莊嚴劫千佛名經	LQ006140	1	此卷與上一卷重複，此卷完整，較上卷清晰
LC001380	LC	現在賢劫千佛名經	LQ006144	1	此卷與上一卷重複，此卷完整，較上卷清晰
LC001390	LC	未來星宿劫千佛名經	LQ006146	1	
LC001400	LC	佛說華手經	LQ007560	10	
LC001410	LC	大方等陀羅尼經	LQ013860	3	卷首缺失（卷首頁丟失）
LC001420	LC	僧伽吒經	LQ004650	4	
LC001430	LC	大方便佛報恩經	LQ002160	7	
LC001440	LC	佛說菩薩本行經	LQ002150	3	
LC001450	LC	佛說法集經	LQ008070	1	此卷與上一卷重複，此卷較上卷清晰，上卷有缺字、模糊情況
LC001460	LC	觀察諸法行經	LQ007490	4	卷首有缺失
LC001470	LC	菩薩從兜術天降神母胎說廣普經		7	行147:存疑C,龙泉编号为空(經文中經名和目錄中不同)
LC001480	LC	佛說弘道廣顯三昧經	LQ007350	2	
LC001490	LC	無所有菩薩經	LQ006550	1	
LC001500	LC	中陰經	LQ004200	1	卷上
LC001510	LC	佛說月上女經	LQ006510	1	卷下
LC001520	LC	文殊師利問菩薩署經	LQ006290	1	
LC001530	LC	佛說大乘造像功德經	LQ007860	2	卷下
LC001540	LC	蓮華面經	LQ004210	2	
LC001550	LC	占察善惡業報經	LQ008540	2	
LC001560	LC	廣大寶樓閣善住秘密陀羅尼經	LQ010271	3	
LC001570	LC	大陀羅尼末法中一字心咒經	LQ012220	1	卷末疑似有缺失
LC001580	LC	一字佛頂輪王經	LQ009680	5	
LC001590	LC	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經	LQ009620	10	
LC001600	LC	金剛頂瑜伽中略出念誦經	LQ008840	3	
LC001610	LC	牟梨曼陀羅咒經	LQ010280	1	
LC001620	LC	諸法最上王經	LQ008420	1	
LC001630	LC	般泥洹後灌臘經	LQ004260	1	
LC001640	LC	商主天子所問經	LQ007150	1	
LC001650	LC	右繞佛塔功德經	LQ007930	1	
LC001660	LC	佛說堅固女經	LQ007020	1	
LC001670	LC	佛說師子素馱娑王斷肉經	LQ002240	1	
LC001680	LC	有德女所問大乘經	LQ006960	1	
LC001690	LC	差摩婆帝授記經	LQ007010	1	
LC001700	LC	佛說大乘流轉諸有經	LQ007030	1	
LC001710	LC	佛為海龍王說法印經	LQ007210	1	
LC001720	LC	佛說妙色王因緣經	LQ002230	1	
LC001730	LC	師子莊嚴王菩薩請問經	LQ006560	1	
LC001740	LC	菩薩地持經	LQ016510	10	
LC001750	LC	菩薩善戒經	LQ016521	9	
LC001760	LC	佛說淨業障經	LQ015610	1	
LC001770	LC	優婆塞戒經	LQ015490	7	
LC001780	LC	梵網經盧舍那佛說菩薩心地戒品		10	行178:存疑C,龙泉编号为空
LC001790	LC	菩薩瓔珞本業經	LQ015460	2	
LC001800	LC	菩薩戒本	LQ015670	1	
LC001810	LC	菩薩戒羯磨文	LQ015660	1	
LC001820	LC	佛說菩薩內戒經	LQ015480	1	
LC001830	LC	優婆塞五戒威儀經	LQ015690	1	
LC001840	LC	佛說文殊師利淨律經	LQ015530	1	卷首和卷末的經名不同
LC001850	LC	佛說文殊悔過經	LQ015560	1	
LC001860	LC	清淨毗尼方廣經	LQ015520	1	
LC001870	LC	寂調音所問經	LQ015540	1	
LC001880	LC	大乘三聚懺悔經	LQ015600	1	
LC001890	LC	三曼陀跋陀羅菩薩經	LQ015570	1	序
LC001900	LC	菩薩受齋經	LQ015700	1	
LC001910	LC	佛說舍利弗悔過經	LQ015590	1	
LC001920	LC	佛說法律三昧經	LQ015510	1	
LC001930	LC	十善業道經	LQ007190	1	
LC001940	LC	大智度論	LQ015760	15	卷首經名和卷末不同，卷首卷序號有誤
LC001950	LC	大智度論釋		100	行195:存疑C,龙泉编号为空(疑似卷數錯誤：卷首是91，卷末是92，按92錄入，正文經名後有“照明品第八十一”，pdf60)
LC001960	LC	十地經論	LQ015890	12	正文經名後有“曇無竭品第八十九”，pdf283
LC001970	LC	彌勒菩薩所問經論	LQ015920	9	有兩個卷2，字體不同，疑似內容相同
LC001980	LC	大寶積經論	LQ015900	4	
LC001990	LC	寶髻經四法憂波提舍	LQ015930	1	
LC002000	LC	佛地經論	LQ015970	5	
LC002010	LC	金剛般若論	LQ015771	2	
LC002020	LC	能斷金剛般若波羅蜜經論釋	LQ015800	2	
LC002030	LC	略明般若未後一頌講述	LQ024200	1	
LC002040	LC	金剛般若波羅蜜經論	LQ015790	2	翻譯之記
LC002050	LC	金剛般若波羅蜜經破取著不壞假名論	LQ015820	3	與上一卷重複
LC002060	LC	文殊師利菩薩問菩提經論	LQ015980	1	卷首缺失
LC002070	LC	妙法蓮華經優波提舍	LQ015871	2	卷首缺失
LC002080	LC	遺教經論	LQ015960	1	
LC002090	LC	涅槃經本有今無偈論	LQ015950	1	卷首缺失，目錄中無此經
LC002100	LC	涅槃論	LQ015940	1	
LC002110	LC	三具足經優波提舍	LQ016010	1	
LC002120	LC	瑜伽師地論	LQ016490	97	
LC002130	LC	顯揚聖教論	LQ016720	12	和上一卷重複
LC002140	LC	大乘阿毗達磨集論	LQ016750	2	
LC002150	LC	王法正理論	LQ016850	1	
LC002160	LC	大乘阿毗達磨雜集論	LQ016760	10	
LC002170	LC	般若燈論釋	LQ016360	10	
LC002180	LC	百論	LQ016390	1	
LC002190	LC	十住毗婆沙論	LQ015880	17	
LC002200	LC	大乘莊嚴經論	LQ016740	13	
LC002210	LC	大莊嚴論經	LQ001950	10	
LC002220	LC	攝大乘論釋	LQ016650	5	
LC002230	LC	攝大乘論釋序		10	行223:存疑C,龙泉编号为空
LC002240	LC	究竟一秉寳性論	LQ016810	4	序
LC002250	LC	葉成就輪	LQ016790	1	
LC002260	LC	大乘成葉輪	LQ016780	1	216頁字跡模糊
LC002270	LC	大乘成葉輪	LQ016780	1	
LC002280	LC	唯識論	LQ016580	1	
LC002290	LC	大丈夫論	LQ016470	1	289，290頁字跡不清楚
LC002300	LC	入大乘論	LQ017240	1	
LC002310	LC	新譯大乘起信論		1	行231:存疑C,龙泉编号为空(葉成就輪翻譯之記)
LC002320	LC	佛說長阿含經	LQ000010	11	
LC002330	LC	中阿含經	LQ000280	54	
LC002340	LC	增壹阿含經	LQ001440	51	
LC002350	LC	雜阿含經	LQ001020	30	
LC002360	LC	別譯雜阿含經	LQ001030	8	
LC002370	LC	大般涅槃經	LQ000070	3	
LC002380	LC	佛般泥洹經	LQ000050	2	
LC002390	LC	起世經	LQ000260	5	
LC002400	LC	大樓炭經	LQ000250	6	
LC002410	LC	佛說鴦崛髻經	LQ001380	1	
LC002420	LC	佛說難提釋經	LQ001310	1	
LC002430	LC	佛說相應相可經	LQ001240	1	
LC002440	LC	佛說五蘊皆空經	LQ001050	1	卷首缺失
LC002450	LC	佛說四泥犁經	LQ001670	1	卷首缺失
LC002460	LC	佛說水沫所漂經		1	行246:存疑C,龙泉编号为空，存在1条经名相似的记录：[佛說水沫所漂經,LQ001120] 
LC002470	LC	佛說舍衛國王十夢經	LQ001750	1	
LC002480	LC	緣起經	LQ001180	1	
LC002490	LC	佛說不自守意經	LQ001140	1	
LC002500	LC	佛說七處三觀經	LQ001060	1	
LC002510	LC	佛說七處三觀經	LQ001060	1	
LC002520	LC	阿那邠邸化七子經	LQ001680	1	
LC002530	LC	佛說阿難同學經	LQ001580	1	
LC002540	LC	佛說轉法輪經	LQ001210	1	
LC002550	LC	佛說八正道經	LQ001300	1	
LC002560	LC	五陰譬喻經	LQ001110	1	
LC002570	LC	治禪病秘要法	LQ005200	2	與後經名一致
LC002580	LC	雜阿含經	LQ001020	1	與前經名一致
LC002590	LC	佛說放牛經	LQ001640	1	
LC002600	LC	佛說力士移山經	LQ001610	1	
LC002610	LC	佛說聖法印經	LQ001080	1	
LC002620	LC	舍利弗摩訶目連遊四衢經	LQ001630	1	
LC002630	LC	佛說馬有八態譬人經	LQ001330	1	
LC002640	LC	佛母般泥洹經	LQ001730	1	與後經名一致
LC002650	LC	佛說大愛道般泥洹經	LQ001720	1	與前經名一致
LC002660	LC	佛說滿願子經	LQ001190	1	
LC002670	LC	佛說十一想思念如來經	LQ001660	1	
LC002680	LC	國王不梨先泥十夢經	LQ001760	1	
LC002690	LC	佛說阿難問事佛吉凶經	LQ004670	1	
LC002700	LC	餓鬼報應經	LQ005540	1	
LC002710	LC	餓鬼報應經	LQ005540	1	
LC002720	LC	舍頭諫太子二十八宿經	LQ013420	1	
LC002730	LC	舍頭諫太子二十八宿經	LQ013420	1	
LC002740	LC	修行本起經	LQ001810	2	
LC002750	LC	摩登伽經	LQ013410	1	
LC002760	LC	佛說雜藏經	LQ005520	1	卷首經名缺失，與後經名一致
LC002770	LC	佛說五母子經	LQ005060	1	與前經名一致
LC002780	LC	沙彌羅經	LQ005070	1	正文經名《舍頭諫晉曰太子二十八宿經》卷首部分字缺失，與後經名一致
LC002790	LC	佛說阿難分別經	LQ004690	1	正文經名《舍頭諫晉曰太子二十八宿經》，與前經名一致
LC002800	LC	玉耶經	LQ001700	1	
LC002810	LC	佛說玉耶女經	LQ001690	1	卷首部分字缺失，532,533頁部分字缺失，與後經名卷冊一致
LC002820	LC	佛說慢法經	LQ004680	1	與前經名卷冊一致
LC002830	LC	佛說阿遫達經	LQ001710	1	
LC002840	LC	佛說太子本起瑞應經	LQ001820	2	
LC002850	LC	佛說長者音悅經	LQ004930	1	
LC002860	LC	過去現在因果經	LQ001800	4	
LC002870	LC	佛說四十二章經	LQ005790	1	
LC002880	LC	佛說海八德經	LQ000370	1	
LC002890	LC	佛說龍王兄弟經	LQ005170	1	
LC002900	LC	佛說罪業應報教化地獄經	LQ005440	1	
LC002910	LC	佛說法海經	LQ000360	1	
LC002920	LC	佛說七女經	LQ005080	1	
LC002930	LC	佛說蓱沙王五願經	LQ000790	1	
LC002940	LC	佛說八師經	LQ005130	1	
LC002950	LC	佛說琉璃王經	LQ001560	1	
LC002960	LC	所欲致患經	LQ005590	1	
LC002970	LC	佛說堅意經	LQ005560	1	
LC002980	LC	佛說三摩竭經	LQ001520	1	
LC002990	LC	阿闍世王問五逆經	LQ004820	1	
LC003000	LC	佛說貧窮老公經	LQ005110	1	
LC003010	LC	得道梯隥錫杖經	LQ005800	1	
LC003020	LC	佛說越難經	LQ004940	1	
LC003030	LC	佛說進學經	LQ005860	1	
LC003040	LC	佛說淨飯王般涅槃經	LQ004830	1	
LC003050	LC	五苦章句經	LQ005620	1	
LC003060	LC	禪秘要法經	LQ005190	3	正文經名《佛說貧老公經》
LC003070	LC	正法念處經	LQ005420	69	
LC003080	LC	佛本行集經	LQ001840	53	
LC003090	LC	本事經	LQ005770	7	
LC003100	LC	佛說興起行經	LQ001910	2	
LC003110	LC	佛爲首迦長者說業報差別經	LQ000830	1	
LC003120	LC	佛說大安般守意經	LQ005180	2	
LC003130	LC	陰持入經	LQ005210	1	此經上卷印了兩遍
LC003140	LC	佛說處處經	LQ005500	1	序
LC003150	LC	佛說罵意經	LQ005550	1	
LC003160	LC	佛說分別善惡所起經	LQ005490	1	
LC003170	LC	佛說出家功德因緣經	LQ005390	1	
LC003180	LC	佛說十八泥犂經	LQ005510	1	
LC003190	LC	佛說阿含正行經	LQ001780	1	
LC003200	LC	禪行法想經	LQ005230	1	
LC003210	LC	佛說長者子懊惱三處經	LQ004900	1	484頁正文寫成“陰持入解經”，且沒有卷下
LC003220	LC	佛說須摩提長者經	LQ004920	1	
LC003230	LC	佛說阿難四事經	LQ004700	1	
LC003240	LC	佛說猘狗經	LQ002080	1	
LC003250	LC	佛說黑氏梵志經	LQ005120	1	
LC003260	LC	佛說未生冤經	LQ004810	1	沒找到“泥”的繁體字
LC003270	LC	佛說阿鳩留經	LQ004910	1	
LC003280	LC	佛說八關齋經	LQ000940	1	
LC003290	LC	佛說分別經	LQ005600	1	
LC003300	LC	佛說法受塵經	LQ005820	1	
LC003310	LC	犍陀國王經	LQ004800	1	
LC003320	LC	佛說孝子經	LQ005370	1	
LC003330	LC	燈指因緣經	LQ005380	1	
LC003340	LC	佛五百弟子自說本起偈經	LQ001930	1	
LC003350	LC	佛說大迦葉本經	LQ004720	1	
LC003360	LC	佛說自愛經	LQ005630	1	
LC003370	LC	佛說忠心經	LQ005640	1	
LC003380	LC	佛說呵鵰阿那鋡經		1	行338:存疑C,龙泉编号为空
LC003390	LC	佛說見正經	LQ004790	1	
LC003400	LC	阿難七夢經	LQ004710	1	
LC003410	LC	佛說婦人遇辜經	LQ005090	1	
LC003420	LC	佛說罪福報應經	LQ005650	1	
LC003430	LC	佛說摩訶迦葉度貧母經	LQ004730	1	
LC003440	LC	弟子死復生經	LQ005900	1	
LC003450	LC	佛說佛大僧大經	LQ004970	1	
LC003460	LC	佛說耶祇經	LQ004980	1	
LC003470	LC	佛說摩達國王經	LQ004860	1	
LC003480	LC	佛說旃陀越國王經	LQ004850	1	
LC003490	LC	佛說末羅王經	LQ004840	1	
LC003500	LC	佛說沙曷比丘功德經	LQ004760	1	
LC003510	LC	佛說懈怠耕者經	LQ005910	1	
LC003520	LC	辯意長者子經	LQ006830	1	
LC003530	LC	佛說時非時經	LQ005840	1	
LC003540	LC	佛說因緣僧護經	LQ005670	1	
LC003550	LC	盧至長者因緣經	LQ004960	1	
LC003560	LC	佛說無上處經	LQ001470	1	
LC003570	LC	佛說木梙子經	LQ005920	1	此經印了兩遍，第一遍終止於167頁
LC003580	LC	佛說五王經	LQ004890	1	
LC003590	LC	佛說略敎誡經	LQ005870	1	
LC003600	LC	佛說譬喻經	LQ002100	1	此經印了兩遍，第一遍終止於187頁
LC003610	LC	長爪梵志請問經	LQ005140	1	
LC003620	LC	佛說新歲經	LQ000630	1	
LC003630	LC	比丘聽施經	LQ001130	1	
LC003640	LC	佛說頞多和多耆經	LQ005610	1	
LC003650	LC	天請問經	LQ005150	1	
LC003660	LC	佛說九橫經	LQ001070	1	
LC003670	LC	佛說孫多耶致經	LQ000540	1	
LC003680	LC	佛說羣牛譬經	LQ001460	1	
LC003690	LC	佛說賢者五福德經	LQ005780	1	
LC003700	LC	摩訶僧祇律	LQ014860	15	
LC003710	LC	十誦律	LQ014961	52	
LC003720	LC	根本說一切有部毗奈耶	LQ015030	50	
LC003730	LC	根本說一切有部苾蒭尼毗奈耶	LQ015040	20	
LC003740	LC	根本說一切有部毗奈耶雜事	LQ015120	40	
LC003750	LC	根本說一切有部尼陀那	LQ015131	10	
LC003760	LC	彌沙塞部和醯分五律	LQ014820	30	
LC003770	LC	四分律	LQ014890	60	四分律藏第四分
LC003780	LC	沙彌戒		1	行378:存疑C,龙泉编号为空(四分律藏第四分)
LC003790	LC	羯磨	LQ014940	1	四分律藏第四分
LC003800	LC	沙彌塞羯磨本	LQ014850	1	四分律藏第四分
LC003810	LC	大沙門百一羯磨法	LQ014990	1	四分律藏第四分
LC003820	LC	四分比丘尼羯磨法	LQ014950	1	四分律藏第四分
LC003830	LC	十誦羯磨比丘要用	LQ015000	1	四分律藏第四分
LC003840	LC	優婆離問佛經	LQ015270	1	四分律藏第四分
LC003850	LC	羯磨僧	LQ023760	1	四分律藏第四分
LC003860	LC	佛說目連問戒律中五百輕重事	LQ015441	1	89頁大部分無文字，根據卷尾名判斷為沙彌戒
LC003870	LC	佛說優婆塞五戒相經	LQ015370	1	
LC003880	LC	佛說迦葉禁戒經	LQ015300	1	
LC003890	LC	佛說犯戒罪報輕重經	LQ015291	1	卷尾：十誦百一羯磨文
LC003900	LC	佛說戒消災經	LQ015380	1	
LC003910	LC	根本薩婆多部律攝	LQ015190	11	與上卷重複
LC003920	LC	薩婆多部毗尼磨得勒伽經	LQ015020	7	
LC003930	LC	善見毗婆沙律	LQ015230	16	
LC003940	LC	薩婆多毗尼毗婆沙	LQ015010	3	
LC003950	LC	阿毗曇八犍度論	LQ016130	30	
LC003960	LC	阿毗達磨法蕰足論	LQ016060	12	此卷首頁沒有寫正式卷號
LC003970	LC	阿毗達磨集異門足論	LQ016050	20	
LC003980	LC	阿毗達磨識身足論	LQ016080	13	
LC003990	LC	阿毗達磨品類足論	LQ016100	18	
LC004000	LC	衆事分阿毗曇論	LQ016110	4	
LC004010	LC	阿毗曇毗婆沙論	LQ016150	40	16頁出現在204頁之前；17頁出現在214頁之後；18頁出現在224頁之後；19頁出現在234頁之後
LC004020	LC	說一切有部發智大毗婆沙論		11	行402:存疑C,龙泉编号为空(20頁出現在244頁之後；21頁出現在254頁之後；22頁出現在264頁之後)
LC004030	LC	阿毗達磨大毗婆沙論	LQ016140	195	
LC004040	LC	阿毗達磨俱舍釋論	LQ016280	22	
LC004050	LC	阿毗達磨俱舍論本頌	LQ016290	1	
LC004060	LC	阿毗達磨俱舍論	LQ016270	27	
LC004070	LC	阿毗達磨順正理論	LQ016310	80	
LC004080	LC	阿毗達磨藏顯宗論	LQ016320	39	
LC004090	LC	阿毗曇心論經	LQ016200	6	
LC004100	LC	阿毗曇心論	LQ016190	4	
LC004110	LC	雜阿毗曇心論	LQ016210	11	
LC004120	LC	阿毗曇甘露味論	LQ016220	2	
LC004130	LC	隨相論	LQ017000	1	
